QUARTER,CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,FLIGHT_TIME,CANCELLED
1,AA,ATL,DFW,11.102,5.272,145.486,0.04
1,AA,ATL,LAX,6.463,1.238,294.012,0.012
1,AA,ATL,MIA,2.57,2.207,114.809,0.006
1,AA,ATL,ORD,-4,3.333,139.333,0
1,AA,BOS,DFW,8.027,4.251,267.373,0.091
1,AA,BOS,JFK,11.318,13.896,82.642,0.092
1,AA,BOS,LAX,5.022,-1.8,391.385,0.045
1,AA,BOS,MIA,8.508,4.141,214.293,0.059
1,AA,BOS,ORD,11.693,9.161,174.453,0.076
1,AA,BWI,DFW,23.988,16.396,211.819,0.052
1,AA,BWI,MIA,12.535,10.795,165.081,0.011
1,AA,CLT,DFW,3.917,1.048,174.929,0.053
1,AA,CLT,IAH,21.921,19.944,169.292,0.011
1,AA,CLT,JFK,14.776,23.553,114.618,0.106
1,AA,CLT,MIA,3.607,1.87,122.63,0.03
1,AA,CLT,ORD,8.12,5.389,125.204,0.029
1,AA,DCA,DFW,8.992,4.544,211.108,0.066
1,AA,DCA,JFK,36.049,46.716,84.889,0.09
1,AA,DCA,LAX,9.799,-1.379,352.684,0.028
1,AA,DCA,MIA,12.612,9.087,163.407,0.033
1,AA,DCA,ORD,6.99,5.26,130.122,0.066
1,AA,DEN,DFW,12.995,14.424,118.284,0.033
1,AA,DEN,MIA,14.16,12.24,224.494,0
1,AA,DEN,ORD,13.977,13.492,143.469,0.011
1,AA,DFW,ATL,10.134,9.766,118.858,0.039
1,AA,DFW,BOS,11.367,11.122,203.226,0.091
1,AA,DFW,BWI,11.232,10.755,164.913,0.053
1,AA,DFW,CLT,8.229,6.26,134.53,0.053
1,AA,DFW,DCA,9.704,9.189,160.651,0.064
1,AA,DFW,DEN,11.046,9.351,121.768,0.03
1,AA,DFW,DTW,11.412,8.777,149.506,0.05
1,AA,DFW,EWR,11.71,15.723,191.886,0.088
1,AA,DFW,FLL,10.162,6.776,155.636,0.04
1,AA,DFW,HNL,37.963,33.543,515.979,0.011
1,AA,DFW,IAD,9.251,7.945,156.525,0.045
1,AA,DFW,IAH,9.834,9.601,65.256,0.038
1,AA,DFW,JFK,13.385,11.198,202.308,0.052
1,AA,DFW,LAS,10.346,2.114,172.317,0.034
1,AA,DFW,LAX,15.117,6.462,196.255,0.028
1,AA,DFW,LGA,10.752,9.173,188.888,0.081
1,AA,DFW,MCO,10.497,10.007,143.905,0.033
1,AA,DFW,MIA,17.216,15.34,158.74,0.023
1,AA,DFW,MSP,10.821,8.193,138.849,0.044
1,AA,DFW,ORD,12.059,11.014,134.059,0.045
1,AA,DFW,PDX,12.164,2.76,245.724,0.046
1,AA,DFW,PHL,14.453,13.637,180.142,0.064
1,AA,DFW,PHX,11.657,3.774,152.986,0.036
1,AA,DFW,SAN,12.246,4.048,179.49,0.031
1,AA,DFW,SEA,12.112,3.469,256.779,0.033
1,AA,DFW,SFO,16.555,7.157,223.138,0.034
1,AA,DFW,SLC,13.885,8.664,165.223,0.031
1,AA,DFW,TPA,8.938,7.971,132.952,0.028
1,AA,DTW,DFW,9.993,3.441,181.381,0.05
1,AA,DTW,MIA,6.25,0.901,187.442,0
1,AA,DTW,PHX,13.281,8.551,269.382,0
1,AA,EWR,DFW,12.714,9.144,243.395,0.086
1,AA,EWR,MIA,6.36,1.273,184.672,0.036
1,AA,EWR,ORD,8.167,3.667,150.5,0
1,AA,EWR,PHX,6.583,12.133,336.467,0.048
1,AA,FLL,DFW,8.397,0.799,195.339,0.041
1,AA,FLL,ORD,11.066,6.744,196.166,0.016
1,AA,HNL,DFW,31.713,28.41,439.798,0.021
1,AA,HNL,LAX,33.346,25.102,316.835,0.009
1,AA,IAD,DFW,17.875,11.654,204.977,0.041
1,AA,IAD,LAX,18.207,11.529,348.368,0
1,AA,IAD,MIA,10.689,14.425,173.329,0.012
1,AA,IAH,CLT,-2.247,-12.708,133.382,0.011
1,AA,IAH,DFW,6.371,3.767,70.408,0.038
1,AA,IAH,MIA,3.705,4.128,140.267,0.011
1,AA,JFK,BOS,20.046,22.895,72.618,0.095
1,AA,JFK,CLT,9.526,3.053,126.263,0.106
1,AA,JFK,DCA,16.256,24.573,90.256,0.089
1,AA,JFK,DFW,19.677,11.71,246.527,0.051
1,AA,JFK,LAS,17.482,13.208,350.315,0.067
1,AA,JFK,LAX,9.277,-3.683,379.147,0.056
1,AA,JFK,MCO,6.807,5.108,182.375,0.049
1,AA,JFK,MIA,16.351,12.728,192.506,0.053
1,AA,JFK,ORD,16.565,7.968,166.323,0.075
1,AA,JFK,PHX,28.593,28.667,336.852,0
1,AA,JFK,SAN,16.506,2.193,365.289,0.078
1,AA,JFK,SEA,24.741,22.459,381.894,0.045
1,AA,JFK,SFO,13.85,6.251,392.884,0.072
1,AA,LAS,DFW,7.479,8.527,158.489,0.035
1,AA,LAS,JFK,13.41,8.096,290.307,0.067
1,AA,LAS,LAX,14.276,15.472,73.735,0.006
1,AA,LAS,MIA,8.506,11.084,271.103,0.003
1,AA,LAS,ORD,12.41,13.551,210.553,0.01
1,AA,LAX,ATL,7.975,11.213,257.413,0.012
1,AA,LAX,BOS,3.228,-1.685,319.591,0.052
1,AA,LAX,DCA,3.264,4.218,291.626,0.028
1,AA,LAX,DFW,6.456,7.764,178.791,0.027
1,AA,LAX,HNL,21.361,17.942,364.633,0.009
1,AA,LAX,IAD,4.611,5.291,286.68,0
1,AA,LAX,JFK,7.992,1.561,320.486,0.055
1,AA,LAX,LAS,5.878,5.509,73.063,0.002
1,AA,LAX,MCO,4.088,7.276,276.448,0.005
1,AA,LAX,MIA,4.348,6.102,288.55,0.001
1,AA,LAX,ORD,4.729,1.939,240.827,0.016
1,AA,LAX,PDX,1,20,156,0
1,AA,LAX,SFO,6.366,3.714,80.269,0.002
1,AA,LAX,TPA,2.662,7.631,268.769,0
1,AA,LGA,DFW,8.532,3.031,247.433,0.088
1,AA,LGA,MIA,9.14,3.651,195.764,0.059
1,AA,LGA,ORD,8.291,3.76,160.836,0.086
1,AA,MCO,DFW,7.587,2.423,175.309,0.035
1,AA,MCO,JFK,14.92,19.086,153.834,0.049
1,AA,MCO,LAX,11.557,2.35,330.169,0.005
1,AA,MCO,MIA,5.085,2.787,64.248,0.007
1,AA,MCO,ORD,9.852,10.609,177.275,0.018
1,AA,MIA,ATL,8.962,5.696,118.829,0.006
1,AA,MIA,BOS,12.89,10.763,187.271,0.06
1,AA,MIA,BWI,10.004,5.812,151.601,0.011
1,AA,MIA,CLT,3.865,-4.534,120.23,0.017
1,AA,MIA,DCA,10.274,8.731,148.693,0.032
1,AA,MIA,DEN,5.686,-0.504,269.136,0
1,AA,MIA,DFW,11.685,2.104,192.277,0.021
1,AA,MIA,DTW,7.547,4.093,185.221,0
1,AA,MIA,EWR,14.254,14.337,175.712,0.033
1,AA,MIA,IAD,14.976,13.181,149.145,0.012
1,AA,MIA,IAH,9.745,2.503,173.942,0.011
1,AA,MIA,JFK,20.481,17.255,172.554,0.054
1,AA,MIA,LAS,8.819,-3.997,326.563,0
1,AA,MIA,LAX,14.386,-2.308,342.762,0.003
1,AA,MIA,LGA,10.324,7.312,171.834,0.054
1,AA,MIA,MCO,10.638,7.096,62.937,0.005
1,AA,MIA,MSP,11.689,10.982,236.585,0.012
1,AA,MIA,ORD,9.63,4.023,198.119,0.02
1,AA,MIA,PHL,8.683,6.121,163.222,0.027
1,AA,MIA,PHX,9.541,-9.259,305.335,0
1,AA,MIA,SAN,7.913,-3.609,332.174,0
1,AA,MIA,SEA,9.806,-2.011,403.677,0
1,AA,MIA,SFO,16.554,2.45,372.882,0.015
1,AA,MIA,SLC,4.148,-11.259,310.704,0
1,AA,MIA,TPA,8.616,3.888,62.072,0.011
1,AA,MSP,DFW,13.651,7.006,152.641,0.045
1,AA,MSP,MIA,14.455,9.188,214.424,0.006
1,AA,MSP,ORD,16.696,13.902,88.293,0.024
1,AA,ORD,ATL,17.333,-1,103.667,0
1,AA,ORD,BOS,13.73,9.616,127.468,0.073
1,AA,ORD,CLT,15.246,1.479,103.928,0.029
1,AA,ORD,DCA,11.035,9.125,102.651,0.064
1,AA,ORD,DEN,11.441,15.142,157.858,0.011
1,AA,ORD,DFW,18.336,12.318,145.814,0.045
1,AA,ORD,EWR,9.571,5.429,129.143,0
1,AA,ORD,FLL,10.042,0.969,172.755,0.016
1,AA,ORD,JFK,17.065,11.105,127.411,0.075
1,AA,ORD,LAS,14.364,7.455,232.151,0.01
1,AA,ORD,LAX,12.806,0.686,260.627,0.017
1,AA,ORD,LGA,13.078,10.665,119.317,0.081
1,AA,ORD,MCO,13.939,8.193,148.741,0.018
1,AA,ORD,MIA,12.993,6.331,178.572,0.02
1,AA,ORD,MSP,17.247,14.522,84.03,0.024
1,AA,ORD,PDX,12.097,2.681,263.597,0.014
1,AA,ORD,PHL,13.385,1.846,114.769,0
1,AA,ORD,PHX,12.377,0.434,221.366,0.017
1,AA,ORD,SAN,15.694,5.391,250.228,0.01
1,AA,ORD,SEA,12.923,8.149,270.808,0.011
1,AA,ORD,SFO,17.621,5.309,271.067,0.023
1,AA,ORD,TPA,18.909,14.543,149.045,0.015
1,AA,PDX,DFW,14.106,11.154,217.72,0.045
1,AA,PDX,LAX,-6,-16,127,0
1,AA,PDX,ORD,4.493,0.877,229.849,0.014
1,AA,PHL,CLT,2.105,-3.477,118.779,0.034
1,AA,PHL,DFW,13.535,7.202,231.038,0.062
1,AA,PHL,MIA,9.877,3.022,169.989,0.029
1,AA,PHL,ORD,14.545,6.091,137.727,0
1,AA,PHX,DFW,7.25,10.309,137.985,0.033
1,AA,PHX,DTW,16.189,11.1,221.022,0
1,AA,PHX,EWR,17.033,13.617,272.5,0.048
1,AA,PHX,JFK,12.481,23.852,292.815,0
1,AA,PHX,MIA,11.967,15.257,243.913,0
1,AA,PHX,ORD,20.745,20.848,200.003,0.02
1,AA,SAN,DFW,5.04,4.262,173.172,0.031
1,AA,SAN,JFK,0.22,-9.72,312.232,0.079
1,AA,SAN,MIA,-4.198,-3.538,274.451,0
1,AA,SAN,ORD,4.143,0.799,237.221,0.01
1,AA,SEA,DFW,4.575,1.926,222.03,0.034
1,AA,SEA,JFK,1.802,-5.64,309.826,0.044
1,AA,SEA,MIA,5.274,4.705,331.305,0
1,AA,SEA,ORD,10.827,4.546,230.242,0.011
1,AA,SFO,DFW,11.704,12.992,202.826,0.035
1,AA,SFO,JFK,10.179,8.42,326.199,0.077
1,AA,SFO,LAX,8.295,7.72,87.384,0.002
1,AA,SFO,MIA,13.086,9.167,313.45,0.011
1,AA,SFO,ORD,10.251,7.437,245.331,0.023
1,AA,SLC,DFW,11.895,10.849,154.819,0.031
1,AA,SLC,MIA,33.37,19.37,265.889,0
1,AA,TPA,DFW,6.195,0.482,166.515,0.031
1,AA,TPA,LAX,0.333,0.682,330.985,0
1,AA,TPA,MIA,8.972,7.934,63.968,0.011
1,AA,TPA,ORD,13.136,7.966,171.489,0.015
1,AS,ATL,SEA,4.878,-4.244,328.344,0
1,AS,BOS,PDX,3.246,3.913,392.478,0.042
1,AS,BOS,SAN,23.536,17.071,391.869,0.045
1,AS,BOS,SEA,11.461,9.481,387.299,0.043
1,AS,BWI,SEA,6.6,19.7,353.667,0
1,AS,DCA,LAX,9.244,-4.444,352.644,0
1,AS,DCA,PDX,1.689,-5.933,353.089,0
1,AS,DCA,SEA,0.52,-3.842,355.696,0
1,AS,DEN,SEA,-0.913,-5.457,176.252,0
1,AS,DFW,PDX,-1.09,-7.124,242.528,0
1,AS,DFW,SEA,2.576,-11.035,251.645,0.004
1,AS,DTW,SEA,2.333,10.244,296.8,0
1,AS,EWR,SEA,3.716,-6.216,367.654,0.047
1,AS,FLL,SEA,4.09,-3.034,399.135,0
1,AS,HNL,PDX,2.956,-14.756,317.644,0
1,AS,HNL,SAN,4.949,-5.154,319.744,0
1,AS,HNL,SEA,2.969,-13.943,332.505,0
1,AS,IAD,SEA,6.238,1.048,349.81,0
1,AS,IAH,SEA,5.533,-2.967,281.167,0
1,AS,LAS,PDX,-1.119,-1.472,135.03,0
1,AS,LAS,SEA,3.328,1.772,152.965,0
1,AS,LAX,DCA,1.133,2.6,294.511,0
1,AS,LAX,PDX,1.94,1.994,141.793,0.004
1,AS,LAX,SEA,2.998,1.291,161.625,0
1,AS,LAX,SLC,-1.756,-6.622,109.311,0
1,AS,MCO,SAN,0.615,-12.708,314.569,0
1,AS,MCO,SEA,3.94,-6.241,375.836,0
1,AS,MSP,SEA,-1.068,-3.778,222.675,0
1,AS,ORD,PDX,4.067,-2.652,271.438,0.011
1,AS,ORD,SEA,11.969,7.313,270.549,0.009
1,AS,PDX,BOS,-0.206,-6.912,307.471,0.042
1,AS,PDX,DCA,1.611,-7.5,283.467,0
1,AS,PDX,DFW,0.856,-8.622,213.767,0
1,AS,PDX,HNL,-3.146,-6.742,375.146,0
1,AS,PDX,LAS,-2.007,-1.368,123.747,0
1,AS,PDX,LAX,4.073,5.044,139.766,0
1,AS,PDX,ORD,1.281,-7.157,231.27,0.011
1,AS,PDX,PHX,2.11,0.703,148.263,0
1,AS,PDX,SAN,1.763,0.926,139.559,0
1,AS,PDX,SEA,-3.478,1.211,54.689,0
1,AS,PDX,SFO,8.675,1.338,107.212,0.003
1,AS,PDX,SLC,0.256,-7.278,101.2,0
1,AS,PHL,SEA,11.27,10.416,364.618,0.011
1,AS,PHX,PDX,4.441,4.195,165.636,0
1,AS,PHX,SEA,1.489,-1.636,178.21,0.002
1,AS,SAN,BOS,2.365,3.153,325.094,0.045
1,AS,SAN,HNL,-2.103,1.026,375.282,0
1,AS,SAN,MCO,-4.154,-0.4,275.708,0
1,AS,SAN,PDX,-0.937,-1.952,151.907,0
1,AS,SAN,SEA,-2.275,-5.5,170.112,0
1,AS,SAN,SLC,-4.256,-4.344,110.844,0
1,AS,SEA,ATL,5,-5.422,270.578,0
1,AS,SEA,BOS,5.091,-5.026,307.338,0.049
1,AS,SEA,BWI,0.3,-18.122,286.011,0
1,AS,SEA,DCA,1.871,-3.848,283.398,0
1,AS,SEA,DEN,0.583,-1.89,146.402,0
1,AS,SEA,DFW,1.746,-1.659,218.888,0
1,AS,SEA,DTW,0.956,-6.011,248.033,0
1,AS,SEA,EWR,10.461,0.945,296.17,0.029
1,AS,SEA,FLL,3.611,-2.878,332.933,0
1,AS,SEA,HNL,13.65,9.77,384.443,0
1,AS,SEA,IAD,6.619,-15.429,277.952,0
1,AS,SEA,IAH,5.089,8.333,252.4,0
1,AS,SEA,LAS,3.032,4.16,141.168,0
1,AS,SEA,LAX,4.665,3.728,155.831,0.001
1,AS,SEA,MCO,0.759,-13.103,312.017,0
1,AS,SEA,MSP,4.085,-7.376,184.718,0
1,AS,SEA,ORD,8.031,2.075,227.26,0
1,AS,SEA,PDX,4.674,4.82,45.416,0
1,AS,SEA,PHL,12.36,7.449,297.146,0.011
1,AS,SEA,PHX,6.394,4.324,160.064,0
1,AS,SEA,SAN,3.016,-1.381,154.807,0
1,AS,SEA,SFO,10.59,9.413,125.378,0.003
1,AS,SEA,SLC,0.635,-9.317,110.527,0
1,AS,SEA,TPA,1.689,-32.478,306.067,0
1,AS,SFO,PDX,6.713,7.234,100.508,0.013
1,AS,SFO,SEA,7.056,6.77,121.67,0.004
1,AS,SFO,SLC,7.9,1.033,102.867,0
1,AS,SLC,LAX,-5.562,-14.348,114.596,0
1,AS,SLC,PDX,0.967,3.478,113.578,0
1,AS,SLC,SAN,-4.833,-15.422,111.744,0
1,AS,SLC,SEA,2.006,0.659,124.754,0
1,AS,SLC,SFO,1.311,-6.656,116.233,0
1,AS,TPA,SEA,2.233,15.078,373.511,0
1,B6,BOS,BWI,8.89,10.042,96.079,0.085
1,B6,BOS,CLT,13.08,12.093,145.153,0.08
1,B6,BOS,DCA,9.568,10.444,102.504,0.081
1,B6,BOS,DEN,18.719,18.731,285.325,0.042
1,B6,BOS,DFW,10.895,6.65,263.706,0.077
1,B6,BOS,DTW,8.307,5.971,136.004,0.069
1,B6,BOS,EWR,20.065,17.856,87.674,0.076
1,B6,BOS,FLL,13.24,13.977,212.335,0.048
1,B6,BOS,IAD,8.404,8.083,104.555,0.072
1,B6,BOS,JFK,17.739,16.908,77.186,0.068
1,B6,BOS,LAS,21.606,17.013,358.961,0.049
1,B6,BOS,LAX,13.103,7.19,387.509,0.053
1,B6,BOS,MCO,15.48,15.8,198.34,0.044
1,B6,BOS,ORD,13.108,13.179,176.226,0.082
1,B6,BOS,PHL,17.242,15.335,96.569,0.09
1,B6,BOS,PHX,14.222,6.605,352.025,0.036
1,B6,BOS,SAN,12.25,3.858,382.291,0.051
1,B6,BOS,SEA,16.872,23.305,382.95,0.054
1,B6,BOS,SFO,12.728,8.125,402.539,0.057
1,B6,BOS,TPA,14.981,13.881,206.338,0.043
1,B6,BWI,BOS,8.368,8.694,79.798,0.085
1,B6,CLT,BOS,17.387,14.347,122.6,0.08
1,B6,CLT,JFK,16.853,13.129,102.529,0.056
1,B6,DCA,BOS,11.701,11.551,86.048,0.08
1,B6,DCA,FLL,6.717,4.181,156.423,0.031
1,B6,DCA,MCO,10.72,10.122,142.627,0.042
1,B6,DCA,TPA,7.744,5.094,144.111,0.027
1,B6,DEN,BOS,23.874,21.277,218.761,0.048
1,B6,DEN,JFK,24.368,22.184,209.711,0.026
1,B6,DFW,BOS,23.739,15.577,200.141,0.096
1,B6,DTW,BOS,6.475,-2.496,103.852,0.069
1,B6,EWR,BOS,11.374,7.985,65.749,0.076
1,B6,EWR,FLL,11.791,9.012,179.991,0.029
1,B6,EWR,MCO,15.334,12.43,167.841,0.039
1,B6,EWR,TPA,13.663,11.247,176.292,0.011
1,B6,FLL,BOS,18.859,16.152,181.727,0.048
1,B6,FLL,DCA,12.433,9.442,141.142,0.025
1,B6,FLL,EWR,17.939,14.632,168.963,0.036
1,B6,FLL,JFK,25.946,21.625,163.939,0.045
1,B6,FLL,LAS,14.067,-3.517,319.101,0.011
1,B6,FLL,LAX,13.289,2.553,342.145,0.019
1,B6,FLL,LGA,17.337,20.278,170.35,0.047
1,B6,FLL,SFO,8.624,-3.49,374.805,0
1,B6,IAD,BOS,13.579,12.949,85.403,0.085
1,B6,IAD,JFK,8.722,9.111,76.12,0.086
1,B6,JFK,BOS,20.547,19.284,68.57,0.064
1,B6,JFK,CLT,16.659,11.965,122.729,0.056
1,B6,JFK,DEN,21.539,14.184,272.132,0.026
1,B6,JFK,FLL,19.079,15.227,187.992,0.046
1,B6,JFK,IAD,17.393,14.021,76.94,0.089
1,B6,JFK,LAS,19.229,12.733,346.965,0.041
1,B6,JFK,LAX,8.433,0.919,373.083,0.018
1,B6,JFK,MCO,14.534,11.062,174.614,0.038
1,B6,JFK,ORD,21.133,15.757,164.445,0.039
1,B6,JFK,PDX,23.041,21.531,377.286,0.039
1,B6,JFK,PHX,13.176,3.462,337.319,0.032
1,B6,JFK,SAN,8.717,-3.241,365.214,0.04
1,B6,JFK,SEA,14.837,12.895,376.547,0.011
1,B6,JFK,SFO,12.444,4.744,393.096,0.015
1,B6,JFK,SLC,13.407,6.744,316.442,0.034
1,B6,JFK,TPA,11.866,9.471,180.866,0.053
1,B6,LAS,BOS,26.519,22.209,290.247,0.048
1,B6,LAS,FLL,5.898,14.239,268.409,0.011
1,B6,LAS,JFK,24.242,17.038,280.165,0.037
1,B6,LAS,SFO,5.604,-1.479,95.089,0.017
1,B6,LAX,BOS,11.494,5.029,315.033,0.054
1,B6,LAX,FLL,17.1,16.125,281.906,0.012
1,B6,LAX,JFK,13.774,9.604,312.328,0.019
1,B6,LGA,FLL,25.15,24.162,185.786,0.041
1,B6,LGA,MCO,19.331,18.425,174.542,0.049
1,B6,LGA,TPA,30.124,27,184.918,0.056
1,B6,MCO,BOS,14.014,10.682,165.119,0.052
1,B6,MCO,DCA,12.491,9.116,122.965,0.039
1,B6,MCO,EWR,19.822,15.549,150.114,0.044
1,B6,MCO,JFK,24.631,20.249,147.628,0.039
1,B6,MCO,LGA,22.672,23.835,152.381,0.04
1,B6,MCO,SLC,19.6,17.533,291.489,0
1,B6,ORD,BOS,16.725,15.294,133.199,0.087
1,B6,ORD,JFK,19.029,16.272,126.225,0.034
1,B6,PDX,JFK,8.745,-1.686,291.275,0.038
1,B6,PHL,BOS,19.992,16.006,76.58,0.093
1,B6,PHX,BOS,20.229,13.904,276.831,0.046
1,B6,PHX,JFK,17.589,12.678,268.222,0.022
1,B6,SAN,BOS,10.377,8.981,313.377,0.043
1,B6,SAN,JFK,21.816,19.667,304.361,0.045
1,B6,SEA,BOS,27.19,19.878,298.769,0.052
1,B6,SEA,JFK,22.784,15.716,294.489,0.022
1,B6,SFO,BOS,9.66,1.332,322.964,0.039
1,B6,SFO,FLL,18.737,19.026,314.921,0.007
1,B6,SFO,JFK,17.336,11.021,321.617,0.02
1,B6,SFO,LAS,5.659,1.971,93.206,0.012
1,B6,SLC,JFK,20.453,13.244,245.872,0.044
1,B6,SLC,MCO,23.056,9.831,239.034,0.011
1,B6,TPA,BOS,14.838,11.224,168.588,0.049
1,B6,TPA,DCA,4.361,3.383,128.456,0.027
1,B6,TPA,EWR,52.455,50.352,152.966,0.022
1,B6,TPA,JFK,24.243,18.933,152.904,0.067
1,B6,TPA,LGA,26.415,30.725,158.673,0.039
1,DL,ATL,BOS,8.901,1.955,145.615,0.053
1,DL,ATL,BWI,6.283,-1.023,103.6,0.008
1,DL,ATL,CLT,6.509,1.781,68.468,0.006
1,DL,ATL,DCA,8.494,3.633,98.351,0.022
1,DL,ATL,DEN,6.574,-4.078,197.592,0.007
1,DL,ATL,DFW,6.717,-2.147,143.126,0.007
1,DL,ATL,DTW,6.725,0.757,112.489,0.003
1,DL,ATL,EWR,13.756,3.274,123.648,0.036
1,DL,ATL,FLL,5.091,-2.818,105.23,0.005
1,DL,ATL,HNL,2.289,-10.967,602.433,0
1,DL,ATL,IAD,6.907,-0.395,98.395,0.011
1,DL,ATL,IAH,6.958,-1.779,130.912,0.002
1,DL,ATL,JFK,19.902,16.839,134.217,0.042
1,DL,ATL,LAS,5.449,-7.608,263.759,0.006
1,DL,ATL,LAX,9.276,-7.412,293.493,0.003
1,DL,ATL,LGA,14.619,11.964,130.861,0.048
1,DL,ATL,MCO,5.849,1.772,84.662,0.007
1,DL,ATL,MDW,9.336,4.369,113.668,0.012
1,DL,ATL,MIA,6.849,-1.112,108.443,0.005
1,DL,ATL,MSP,7.444,0.577,155.633,0.003
1,DL,ATL,ORD,8.017,4.737,122.726,0.006
1,DL,ATL,PDX,8.401,-2.069,320.178,0
1,DL,ATL,PHL,11.95,4.523,116.521,0.024
1,DL,ATL,PHX,5.498,-7.228,245.479,0.006
1,DL,ATL,SAN,5.425,-12.783,276.387,0.002
1,DL,ATL,SEA,7.754,-2.16,324.434,0.004
1,DL,ATL,SFO,7.637,-11.365,309.308,0.004
1,DL,ATL,SLC,6.526,-6.344,244.859,0.005
1,DL,ATL,TPA,6.18,1.028,80.64,0.005
1,DL,BOS,ATL,11.891,4.32,176.247,0.058
1,DL,BOS,DTW,14.884,12.856,134.386,0.056
1,DL,BOS,FLL,0.154,6.462,211.692,0
1,DL,BOS,JFK,27.991,32.83,85.142,0.108
1,DL,BOS,LAX,10.204,6,393.648,0.053
1,DL,BOS,LGA,25.878,32.238,83.979,0.107
1,DL,BOS,MCO,12.534,12.124,199.565,0.042
1,DL,BOS,MSP,14.369,8.65,197.037,0.059
1,DL,BOS,SLC,7.451,0.759,330.195,0.063
1,DL,BWI,ATL,9.554,3.277,116.901,0.009
1,DL,BWI,DTW,7.202,4.824,93.318,0.005
1,DL,BWI,MSP,4.207,-0.824,162.461,0.015
1,DL,BWI,SLC,6.025,-0.185,286.35,0.006
1,DL,CLT,ATL,6.026,-2.476,73.837,0.007
1,DL,CLT,DTW,5.797,0.194,103.297,0.003
1,DL,CLT,MSP,5.102,-2.306,165.98,0.005
1,DL,CLT,SLC,2.63,-3.136,277.074,0
1,DL,DCA,ATL,9.613,1.062,114.048,0.026
1,DL,DCA,DTW,10.715,7.945,95.058,0.023
1,DL,DCA,MSP,9.135,3.105,163.583,0.014
1,DL,DCA,SLC,9.272,0.852,285.325,0.017
1,DL,DEN,ATL,7.083,-3.623,164.912,0.005
1,DL,DEN,DTW,15.12,6.084,159.944,0.012
1,DL,DEN,JFK,32.793,31.264,220.241,0.033
1,DL,DEN,LGA,11.208,4.763,215.064,0.065
1,DL,DEN,MSP,8.247,2.545,113.53,0.004
1,DL,DEN,SLC,0.882,-4.639,90.734,0
1,DL,DFW,ATL,9.271,3.631,118.592,0.007
1,DL,DFW,DTW,20.754,17.058,147.87,0
1,DL,DFW,LAX,-0.333,-15.333,204.667,0
1,DL,DFW,LGA,28,6,177,0
1,DL,DFW,MSP,6.971,6.271,141.114,0
1,DL,DFW,SLC,15.059,4.527,161.553,0
1,DL,DTW,ATL,11.659,1.326,119.851,0.003
1,DL,DTW,BOS,10.476,8.202,111.336,0.054
1,DL,DTW,BWI,7.654,1.855,91.876,0.005
1,DL,DTW,CLT,9.585,3.812,106.013,0.003
1,DL,DTW,DCA,11.763,5.657,86.995,0.021
1,DL,DTW,DEN,12.953,4.743,193.787,0
1,DL,DTW,DFW,19.069,18.208,177.903,0
1,DL,DTW,EWR,28.574,23.41,102.117,0.041
1,DL,DTW,FLL,8.006,-4.025,175.72,0
1,DL,DTW,IAD,14.4,0.133,81.667,0
1,DL,DTW,IAH,-3,-13,192,0
1,DL,DTW,JFK,13.439,6.168,109.262,0.053
1,DL,DTW,LAS,8.864,-2.692,265.082,0
1,DL,DTW,LAX,12.914,-0.716,301.386,0
1,DL,DTW,LGA,12.928,13.432,107.636,0.051
1,DL,DTW,MCO,5.215,-2.599,155.465,0
1,DL,DTW,MDW,14.125,9.125,74.125,0
1,DL,DTW,MIA,9.011,1.794,180.511,0
1,DL,DTW,MSP,9.893,4.451,114.758,0.002
1,DL,DTW,ORD,10.834,5.312,84.217,0.003
1,DL,DTW,PDX,25.571,19.381,290.048,0
1,DL,DTW,PHL,14.612,8,97.935,0.029
1,DL,DTW,PHX,11.594,-0.463,256.256,0
1,DL,DTW,SAN,14.785,-0.475,289.88,0
1,DL,DTW,SEA,10.303,4.712,298.454,0
1,DL,DTW,SFO,12.942,-1.21,309.021,0
1,DL,DTW,SLC,11.299,4.353,235.407,0
1,DL,DTW,TPA,7.5,-2.143,156.055,0
1,DL,EWR,ATL,9.612,-2.088,145.515,0.039
1,DL,EWR,DTW,19.104,10.711,115.761,0.034
1,DL,EWR,MSP,18.826,8.913,180.174,0.042
1,DL,EWR,SLC,25.19,13.976,306.012,0.012
1,DL,FLL,ATL,3.427,-5.223,111.129,0.005
1,DL,FLL,BOS,2.385,-0.769,187.769,0
1,DL,FLL,DTW,3.285,-5.76,174.801,0.004
1,DL,FLL,JFK,27.143,18.712,167.534,0.056
1,DL,FLL,LGA,13.713,11.026,173.299,0.05
1,DL,FLL,MSP,0.664,-7.709,227.1,0
1,DL,HNL,ATL,2.533,-8.322,507.878,0
1,DL,HNL,JFK,2.9,-13.1,568.9,0
1,DL,HNL,LAX,13.395,2.16,320.504,0.003
1,DL,HNL,SEA,7.977,-7.179,329.405,0.006
1,DL,HNL,SFO,0.219,-8.219,302.469,0
1,DL,HNL,SLC,-0.022,-19.822,356.933,0
1,DL,IAD,ATL,9.261,0.218,109.95,0.011
1,DL,IAD,DTW,4.188,-1.313,95.75,0
1,DL,IAD,MSP,45.75,33,155.25,0
1,DL,IAH,ATL,5.62,-1.013,113.338,0.002
1,DL,IAH,DTW,-1,-7.5,155,0
1,DL,IAH,MSP,-5.5,2,176,0
1,DL,IAH,SLC,8.443,-1.869,190.574,0
