QUARTER,CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,FLIGHT_TIME,CANCELLED
1,UA,EWR,FLL,16.404,5.739,178.653,0.042
1,UA,EWR,HNL,26.057,19.598,671.908,0.022
1,UA,EWR,IAD,6,-6,70,0
1,UA,EWR,IAH,20.851,12.238,235.519,0.042
1,UA,EWR,LAS,17.373,0.13,334.179,0.029
1,UA,EWR,LAX,20.499,7.514,367.776,0.039
1,UA,EWR,MCO,18.004,8.613,165.496,0.028
1,UA,EWR,MIA,21.277,11.399,181.36,0.042
1,UA,EWR,MSP,28,52,210,0
1,UA,EWR,ORD,19.992,15.415,153.309,0.062
1,UA,EWR,PDX,30.827,17.963,365.568,0.024
1,UA,EWR,PHX,22.329,4.487,325.722,0.037
1,UA,EWR,SAN,19.461,0.166,358.174,0.02
1,UA,EWR,SEA,24.396,13.537,368.575,0.022
1,UA,EWR,SFO,21.412,3.62,376.486,0.043
1,UA,EWR,TPA,20.318,9.387,172.273,0.033
1,UA,FLL,DEN,8.634,-0.69,267.099,0.007
1,UA,FLL,EWR,10.199,1.311,170.739,0.048
1,UA,FLL,IAH,5.175,-5.235,167.242,0.002
1,UA,FLL,ORD,12.415,1.289,197.138,0.004
1,UA,FLL,SFO,13.753,-10.135,372.607,0.011
1,UA,HNL,DEN,5.364,-3.591,386.045,0.011
1,UA,HNL,EWR,6.329,-11.435,561.094,0.045
1,UA,HNL,IAD,17.774,4.516,535.548,0
1,UA,HNL,IAH,10.747,4.011,447.149,0.033
1,UA,HNL,LAX,7.554,-2.285,316.84,0.024
1,UA,HNL,ORD,15.494,-3.161,473.747,0.033
1,UA,HNL,SFO,14.647,0.237,291.32,0.02
1,UA,IAD,BOS,17.826,13.767,87.988,0.039
1,UA,IAD,DEN,16.587,12.937,236.923,0.021
1,UA,IAD,EWR,58.333,50.333,59.667,0
1,UA,IAD,HNL,25.581,12.742,632.387,0
1,UA,IAD,IAH,12.288,5.585,201.788,0.031
1,UA,IAD,LAS,15.5,0.667,307.762,0.006
1,UA,IAD,LAX,18.088,5.78,339.291,0.017
1,UA,IAD,MCO,13.497,5.208,133.216,0.011
1,UA,IAD,ORD,19.32,14.416,127.072,0.04
1,UA,IAD,PDX,17.8,23.8,359.6,0
1,UA,IAD,PHX,22.644,6.744,297.533,0
1,UA,IAD,SAN,10.65,-8.689,328.443,0.005
1,UA,IAD,SEA,17.949,12.324,347.331,0
1,UA,IAD,SFO,17.087,3.562,351.984,0.017
1,UA,IAD,TPA,11.574,4.081,139.581,0.008
1,UA,IAH,ATL,17.115,11.954,115.448,0.033
1,UA,IAH,BOS,14.04,3.223,209.729,0.058
1,UA,IAH,BWI,11.719,1.183,166.026,0.013
1,UA,IAH,DCA,10.543,3.283,165.883,0.022
1,UA,IAH,DEN,14.151,6.947,148.007,0.006
1,UA,IAH,DFW,13.496,5.827,68.504,0.015
1,UA,IAH,DTW,5.542,3.104,161.854,0
1,UA,IAH,EWR,20.652,8.549,193.413,0.043
1,UA,IAH,FLL,8.877,0.944,137.752,0.005
1,UA,IAH,HNL,36.382,33.416,510.438,0
1,UA,IAH,IAD,12.857,2.591,165.415,0.024
1,UA,IAH,LAS,12.012,-3.898,194.577,0.003
1,UA,IAH,LAX,18.246,6.996,215.87,0.007
1,UA,IAH,LGA,21.607,12.877,195.789,0.053
1,UA,IAH,MCO,15.114,10.422,128.23,0.003
1,UA,IAH,MIA,10.764,5.822,135.621,0.006
1,UA,IAH,ORD,14.627,9.463,153.513,0.021
1,UA,IAH,PDX,11.574,0.005,271.426,0
1,UA,IAH,PHL,17.644,8.898,184.76,0.03
1,UA,IAH,PHX,15.715,5.396,169.301,0
1,UA,IAH,SAN,12.154,-2.537,197.556,0.002
1,UA,IAH,SEA,15.933,2.198,281.313,0.002
1,UA,IAH,SFO,19.091,3.296,245.987,0.011
1,UA,IAH,SLC,9.094,-1.988,191.341,0
1,UA,IAH,TPA,9.643,5.269,117.779,0.002
1,UA,JFK,LAX,8.094,-3.129,370.802,0.03
1,UA,JFK,SFO,9.015,-3.878,384.176,0.04
1,UA,LAS,DEN,3.344,0.243,111.923,0.005
1,UA,LAS,EWR,6.868,-4.554,279.784,0.038
1,UA,LAS,IAD,12.253,-0.753,254.163,0.006
1,UA,LAS,IAH,6.949,4.324,173.947,0.008
1,UA,LAS,LAX,8.048,6.714,73.81,0
1,UA,LAS,ORD,11.347,4.513,211.045,0.017
1,UA,LAS,SFO,13.014,5.656,93.003,0.007
1,UA,LAX,BOS,8.519,-10.481,315.558,0.019
1,UA,LAX,BWI,-3.5,-19.25,280.75,0.2
1,UA,LAX,DEN,8.17,6.382,139.941,0.007
1,UA,LAX,DFW,15.5,16.5,182,0
1,UA,LAX,EWR,13.07,4.741,305.838,0.039
1,UA,LAX,HNL,17.124,14.884,354.987,0.013
1,UA,LAX,IAD,11.112,0.048,282.108,0.017
1,UA,LAX,IAH,11.475,10.034,189.621,0.009
1,UA,LAX,JFK,12.987,4.588,312.649,0.034
1,UA,LAX,LAS,5.741,1.538,68.7,0.007
1,UA,LAX,MCO,5.923,-2.637,275.89,0.042
1,UA,LAX,ORD,10.953,4.217,238.385,0.02
1,UA,LAX,PHX,36.25,41,90.25,0
1,UA,LAX,SEA,12.419,0.581,160.068,0.013
1,UA,LAX,SFO,11.15,4.649,81.958,0.012
1,UA,LGA,DEN,19.266,10.995,265.843,0.05
1,UA,LGA,IAH,16.768,3.907,242.369,0.06
1,UA,LGA,ORD,18.079,11.206,155.294,0.077
1,UA,MCO,DEN,9.156,1.537,244.704,0.007
1,UA,MCO,EWR,11.88,3.384,150.674,0.044
1,UA,MCO,IAD,14.972,9.87,123.644,0.008
1,UA,MCO,IAH,10.254,2.84,151.161,0.003
1,UA,MCO,LAX,17.853,7.695,325.811,0
1,UA,MCO,ORD,12.041,7.795,174.284,0.018
1,UA,MCO,SFO,15.701,-0.451,349.647,0.005
1,UA,MIA,DEN,12.143,1.643,266.184,0.01
1,UA,MIA,EWR,16.218,8.851,172.282,0.054
1,UA,MIA,IAH,12.278,2.228,166.317,0.017
1,UA,MIA,ORD,6.452,0.973,195.532,0.011
1,UA,MSP,DEN,8.177,-3.898,127.44,0.01
1,UA,MSP,ORD,10.014,2.863,85.928,0.011
1,UA,MSP,SFO,119.2,93.4,231.6,0
1,UA,ORD,ATL,1.78,-3.82,112.46,0.091
1,UA,ORD,BOS,23.584,17.804,130.237,0.07
1,UA,ORD,BWI,22.225,15.239,105.32,0.031
1,UA,ORD,CLT,15.567,7.067,106.233,0.032
1,UA,ORD,DCA,15.362,8.793,106.122,0.049
1,UA,ORD,DEN,23.605,17.711,157.088,0.021
1,UA,ORD,DFW,11.88,2.916,148.217,0.018
1,UA,ORD,DTW,28.519,19.923,74.779,0.01
1,UA,ORD,EWR,23.551,16.835,121.975,0.065
1,UA,ORD,FLL,16.069,0.963,176.435,0.008
1,UA,ORD,HNL,34.816,34.931,557.897,0.022
1,UA,ORD,IAD,18.55,9.851,102.667,0.037
1,UA,ORD,IAH,22.356,10.342,161.276,0.026
1,UA,ORD,LAS,18.208,6.339,230.625,0.007
1,UA,ORD,LAX,22.494,12.065,262.919,0.015
1,UA,ORD,LGA,25.195,19.68,122.263,0.077
1,UA,ORD,MCO,18.385,8.898,153.385,0.01
1,UA,ORD,MIA,22.497,13.891,173.388,0.027
1,UA,ORD,MSP,24.316,17.972,85.319,0.021
1,UA,ORD,PDX,24.456,15.251,265.474,0.023
1,UA,ORD,PHL,23.841,12.403,113.688,0.045
1,UA,ORD,PHX,20.842,7.932,222.984,0.012
1,UA,ORD,SAN,22.327,5.323,251.024,0.012
1,UA,ORD,SEA,21.597,13.619,267.459,0.011
1,UA,ORD,SFO,26.013,11.388,272.489,0.018
1,UA,ORD,SLC,24.519,7.019,201.278,0
1,UA,ORD,TPA,17.84,7.519,151.205,0.017
1,UA,PDX,DEN,4.606,-5.465,144.341,0.013
1,UA,PDX,EWR,10.697,-5.281,296,0.022
1,UA,PDX,IAD,2.2,-17.6,272.2,0
1,UA,PDX,IAH,3.842,-0.358,235.837,0
1,UA,PDX,ORD,9.762,3.541,227.791,0.011
1,UA,PDX,SFO,13.315,6.027,103.291,0
1,UA,PHL,DEN,7.793,1.319,259.931,0.033
1,UA,PHL,IAH,12.465,3.82,223.75,0.026
1,UA,PHL,ORD,13.421,10.897,143.153,0.05
1,UA,PHL,SFO,13.768,-4.748,370.671,0.025
1,UA,PHX,BOS,14,5.5,283.5,0
1,UA,PHX,DEN,7.286,3.28,104.23,0.005
1,UA,PHX,EWR,8.872,-3.752,265.513,0.037
1,UA,PHX,IAD,-0.544,-17.544,237.344,0
1,UA,PHX,IAH,8.795,4.551,146.873,0.002
1,UA,PHX,LAX,18.625,7.875,79.375,0
1,UA,PHX,ORD,11.438,5.219,199.475,0.009
1,UA,PHX,SEA,59.75,53.25,181.5,0
1,UA,PHX,SFO,11.733,1.363,119.83,0
1,UA,SAN,DEN,3.912,4.386,141.124,0.004
1,UA,SAN,EWR,9.937,-1.608,301.127,0.033
1,UA,SAN,IAD,8.229,-3.036,276.802,0.01
1,UA,SAN,IAH,6.528,2.205,182.372,0.003
1,UA,SAN,ORD,9.06,2.83,239.085,0.013
1,UA,SAN,SFO,14.002,6.428,90.487,0.002
1,UA,SEA,DEN,5.764,0.049,150.655,0.007
1,UA,SEA,EWR,14.324,-1.221,293.228,0.02
1,UA,SEA,IAD,8.888,-5.921,279.053,0
1,UA,SEA,IAH,6.152,-2.404,243.846,0.002
1,UA,SEA,LAX,9.771,7.193,158.639,0
1,UA,SEA,ORD,8.557,-1.381,227.396,0.018
1,UA,SEA,PHX,86.5,101.75,173.5,0
1,UA,SEA,SFO,11.091,1.889,123.052,0.008
1,UA,SFO,ATL,7.895,1.829,271.143,0.009
1,UA,SFO,BOS,16.737,6.165,323.842,0.067
1,UA,SFO,BWI,11.176,4.882,297.882,0.038
1,UA,SFO,DCA,19.477,8.102,294.455,0.011
1,UA,SFO,DEN,11.251,8.372,148.846,0.01
1,UA,SFO,DFW,14.516,8.57,205.882,0
1,UA,SFO,EWR,11.187,2.453,316.638,0.043
1,UA,SFO,FLL,22.843,13.978,315.326,0
1,UA,SFO,HNL,21.59,17.985,332.965,0.015
1,UA,SFO,IAD,12.343,0.895,293.177,0.012
1,UA,SFO,IAH,12.583,12.01,221.711,0.01
1,UA,SFO,JFK,16.188,6.346,322.496,0.033
1,UA,SFO,LAS,10.028,5.499,91.471,0.003
1,UA,SFO,LAX,10.511,8.469,88.575,0.009
1,UA,SFO,MCO,13.497,9.557,302.18,0.011
1,UA,SFO,MSP,32.2,24.4,218.6,0
1,UA,SFO,ORD,11.55,5.55,245.602,0.02
1,UA,SFO,PDX,7.964,2.414,102.893,0.006
1,UA,SFO,PHL,10.707,1.744,310.463,0.035
1,UA,SFO,PHX,7.9,3.696,113.948,0.003
1,UA,SFO,SAN,8.669,3.719,87.197,0.007
1,UA,SFO,SEA,6.811,-0.947,122.035,0.006
1,UA,SFO,SLC,4.478,0.348,106.696,0
1,UA,SLC,DEN,6.876,0.423,81.883,0
1,UA,SLC,IAH,11.225,6.153,174.332,0
1,UA,SLC,ORD,23.392,18.961,181.804,0
1,UA,SLC,SFO,5.13,-18.957,105.913,0
1,UA,TPA,DEN,6.374,-2.536,238.872,0
1,UA,TPA,EWR,8.673,3.219,154.039,0.034
1,UA,TPA,IAD,6.226,-0.487,126.142,0.015
1,UA,TPA,IAH,5.043,-0.427,141.549,0.002
1,UA,TPA,ORD,4.764,-1.572,170.627,0.017
1,US,ATL,CLT,1.606,0.362,72.112,0.023
1,US,ATL,PHL,3.953,1.533,116.895,0.053
1,US,ATL,PHX,1.873,-9.24,251.124,0.01
1,US,BOS,CLT,7.283,7.519,151.076,0.066
1,US,BOS,DCA,4.725,8.308,102.456,0.114
1,US,BOS,LGA,8.482,9.805,82.012,0.159
1,US,BOS,PHL,7.05,6.768,98.079,0.097
1,US,BOS,PHX,13.699,9.676,356.819,0.058
1,US,BWI,CLT,3.824,2.988,90.256,0.025
1,US,BWI,PHL,-5.833,-20.167,58.167,0
1,US,BWI,PHX,9.984,6.615,311.765,0.016
1,US,CLT,ATL,5.773,4.373,74.018,0.02
1,US,CLT,BOS,9.456,9.164,124.886,0.062
1,US,CLT,BWI,6.81,5.187,82.117,0.02
1,US,CLT,DCA,6.715,5.785,77.003,0.031
1,US,CLT,DEN,4.593,3.656,224.094,0.016
1,US,CLT,DFW,6.696,2.787,171.291,0.034
1,US,CLT,DTW,4.512,2.206,106.263,0.019
1,US,CLT,EWR,12.035,8.483,103.229,0.051
1,US,CLT,FLL,6.452,0.24,115.016,0.014
1,US,CLT,IAH,5.829,1.807,165.068,0.02
1,US,CLT,JFK,12.278,13.732,106.81,0.066
1,US,CLT,LAS,7.074,-0.938,290.693,0.01
1,US,CLT,LAX,8.736,-1.532,320.961,0.008
1,US,CLT,LGA,11.847,12.386,106.237,0.059
1,US,CLT,MCO,8.018,6.391,97.651,0.013
1,US,CLT,MIA,5.795,-2.284,116.192,0.011
1,US,CLT,MSP,8.088,8.718,165.144,0.011
1,US,CLT,ORD,7.961,7.459,129.083,0.025
1,US,CLT,PDX,8.4,5.44,343.44,0
1,US,CLT,PHL,10.322,8.697,94.372,0.041
1,US,CLT,PHX,10.047,0.091,271.386,0.005
1,US,CLT,SAN,6.68,-7.291,306.762,0.011
1,US,CLT,SEA,3.026,2.143,349.266,0.006
1,US,CLT,SFO,8.159,-1.244,337.953,0.007
1,US,CLT,SLC,7.798,8.191,272.371,0.011
1,US,CLT,TPA,7.763,5.102,99.028,0.014
1,US,DCA,BOS,7.877,10.23,88.096,0.112
1,US,DCA,CLT,4.494,2.845,89.555,0.043
1,US,DCA,FLL,6.898,-0.885,157.856,0.029
1,US,DCA,LAS,3.965,-6.977,321.395,0.034
1,US,DCA,LGA,10.257,11.565,81.101,0.132
1,US,DCA,MCO,6.862,-0.306,143.217,0.019
1,US,DCA,MIA,3,6.6,168.6,0
1,US,DCA,PHL,10.404,-2.511,61.809,0.041
1,US,DCA,PHX,8.729,3.415,310.112,0.023
1,US,DCA,TPA,3.346,-1.636,144.293,0.032
1,US,DEN,CLT,4.736,1.868,183.106,0.014
1,US,DEN,PHL,5.223,-0.255,204.836,0.039
1,US,DEN,PHX,5.456,2.825,115.289,0.011
1,US,DFW,CLT,3.547,3.182,142.85,0.037
1,US,DFW,PHL,7.689,5.315,180.816,0.055
1,US,DFW,PHX,2.389,-0.945,158.324,0.013
1,US,DTW,CLT,4.851,3.308,110.602,0.025
1,US,DTW,MIA,-6.8,-5.8,187,0
1,US,DTW,PHL,4.768,2.839,106.661,0.051
1,US,DTW,PHX,6.137,-3.984,263.858,0.01
1,US,EWR,CLT,5.311,0.256,115.643,0.052
1,US,EWR,PHX,12.574,5.792,319.896,0.032
1,US,FLL,CLT,2.074,-1.511,116.929,0.017
1,US,FLL,DCA,7.634,4.142,144.043,0.029
1,US,FLL,PHL,11.083,8.904,159.702,0.04
1,US,FLL,PHX,7.525,-5.056,305.096,0.006
1,US,HNL,PHX,1.931,-5.201,345.233,0.031
1,US,IAH,CLT,2.058,0.876,138.583,0.015
1,US,IAH,MIA,-0.6,6.8,148.4,0
1,US,IAH,PHL,7.55,3.677,183.563,0.054
1,US,IAH,PHX,3.048,-0.832,177.003,0
1,US,JFK,CLT,19.038,14.774,121.982,0.074
1,US,JFK,PHX,17.718,12.584,337.935,0.061
1,US,LAS,CLT,1.692,-0.988,243.949,0.017
1,US,LAS,DCA,-2.136,-2.341,259.443,0.022
1,US,LAS,PHL,2.242,-1.409,270.026,0.03
1,US,LAS,PHX,3.33,4.096,68.839,0.011
1,US,LAX,CLT,4.986,9.2,274.837,0.01
1,US,LAX,PHL,3.586,7.002,304.253,0.029
1,US,LAX,PHX,6.901,11.652,89.643,0.002
1,US,LGA,BOS,8.827,12.766,73.609,0.156
1,US,LGA,CLT,7.711,5.084,125.284,0.064
1,US,LGA,DCA,9.527,11.563,81.016,0.135
1,US,LGA,PHL,-2.171,-8.317,59.878,0.089
1,US,MCO,CLT,3.521,0.924,97.605,0.016
1,US,MCO,DCA,4.717,3.901,123.852,0.019
1,US,MCO,PHL,7.809,8.349,141.619,0.039
1,US,MCO,PHX,2.682,-6.164,286.203,0.003
1,US,MIA,CLT,1.467,-6.098,123.988,0.026
1,US,MIA,DCA,5,-5.4,138.6,0
1,US,MIA,DTW,6.6,1.2,181.6,0
1,US,MIA,IAH,44,36.2,171.2,0
1,US,MIA,PHL,25.98,23.715,162.834,0.045
1,US,MIA,TPA,1.9,-4.5,58.6,0
1,US,MSP,CLT,4.017,-0.304,149.12,0.019
1,US,MSP,PHL,8.112,0.556,146.355,0.051
1,US,MSP,PHX,4.896,-0.465,203.806,0.005
1,US,ORD,CLT,7.116,0.783,111.136,0.035
1,US,ORD,PHL,5.868,2.542,116.687,0.081
1,US,ORD,PHX,12.937,3.443,224.435,0.011
1,US,PDX,CLT,2.314,-1.431,273.02,0
1,US,PDX,PHX,0.405,-2.566,146.855,0.01
1,US,PHL,ATL,8.126,5.855,140.981,0.053
1,US,PHL,BOS,11.968,14.596,78.196,0.094
1,US,PHL,BWI,13.333,9.833,50.333,0
1,US,PHL,CLT,11.695,10.402,106.981,0.046
1,US,PHL,DCA,15.451,15.784,58.196,0.019
1,US,PHL,DEN,13.664,11.005,262.268,0.031
1,US,PHL,DFW,7.965,1.343,225.341,0.047
1,US,PHL,DTW,9.167,10.148,108.019,0.069
1,US,PHL,FLL,8.826,4.643,173.387,0.034
1,US,PHL,IAH,11.539,5.896,233.496,0.05
1,US,PHL,LAS,12.316,6.405,330.149,0.025
1,US,PHL,LAX,11.765,2.927,362.47,0.031
1,US,PHL,LGA,10.94,5.82,54.52,0.123
1,US,PHL,MCO,8.241,6.823,159.157,0.028
1,US,PHL,MIA,15.372,12.948,175.238,0.028
1,US,PHL,MSP,9.236,8.814,179.266,0.044
1,US,PHL,ORD,7.149,6.059,145.632,0.076
1,US,PHL,PHX,12.742,4.656,318.633,0.03
1,US,PHL,SAN,10.524,-1.119,353.131,0.045
1,US,PHL,SEA,12.432,11.892,371.486,0.039
1,US,PHL,SFO,12.257,3.764,376.838,0.026
1,US,PHL,SLC,18.194,18.184,311.776,0.058
1,US,PHL,TPA,10.355,4.908,164.207,0.031
1,US,PHX,ATL,5.498,6.413,212.452,0.01
1,US,PHX,BOS,7.192,6.462,286.259,0.06
1,US,PHX,BWI,8.516,7.154,252.378,0.016
1,US,PHX,CLT,4.735,2.49,227.404,0.007
1,US,PHX,DCA,9.047,8.543,248.547,0.019
1,US,PHX,DEN,6.009,7.111,107.51,0.004
1,US,PHX,DFW,8.207,10.021,139.327,0.01
1,US,PHX,DTW,7.497,4.614,225.196,0.01
1,US,PHX,EWR,11.364,9.44,270.75,0.026
1,US,PHX,FLL,8.585,7.205,251.063,0.011
1,US,PHX,HNL,6.574,4.989,410.668,0.026
1,US,PHX,IAH,4.072,3.495,152.237,0
1,US,PHX,JFK,15.229,14.752,282.816,0.057
1,US,PHX,LAS,4.612,4.781,71.094,0.005
1,US,PHX,LAX,6.829,7.515,90.792,0.002
1,US,PHX,MCO,5.875,5.675,239.09,0
1,US,PHX,MSP,5.387,3.043,182.62,0
1,US,PHX,ORD,6.749,6.139,205.299,0.006
1,US,PHX,PDX,8.415,3.754,165.622,0.008
1,US,PHX,PHL,6.176,5.423,259.406,0.026
1,US,PHX,SAN,5.491,4.519,71.808,0.004
1,US,PHX,SEA,3.771,-2.526,181.456,0.002
1,US,PHX,SFO,9.725,5.558,124.13,0.006
1,US,PHX,SLC,2.293,1.856,98.786,0.002
1,US,PHX,TPA,6.378,6.26,228.362,0
1,US,SAN,CLT,1.775,2.046,261.387,0.006
1,US,SAN,PHL,11.262,7.68,296.814,0.05
1,US,SAN,PHX,3.399,2.638,76.369,0.004
1,US,SEA,CLT,13.706,6.66,279.536,0.013
1,US,SEA,PHL,5.31,-2.839,293.989,0.033
1,US,SEA,PHX,2.056,-1,162.018,0.002
1,US,SFO,CLT,1.243,0.257,288.187,0.007
1,US,SFO,PHL,5.262,0.354,308.026,0.026
1,US,SFO,PHX,1.766,1.685,116.705,0.011
1,US,SLC,CLT,0.33,-4.784,220.182,0.022
1,US,SLC,PHL,4.361,3.402,244.68,0.067
1,US,SLC,PHX,4.541,2.896,95.489,0.002
1,US,TPA,CLT,4.98,3.299,99.247,0.014
1,US,TPA,DCA,3.973,2,126.27,0.029
1,US,TPA,MIA,-5,-7.7,59.3,0
1,US,TPA,PHL,6.542,5.931,146.597,0.032
1,US,TPA,PHX,1.575,-11.663,278.534,0.01
1,VX,BOS,LAS,14.286,2.238,359.619,0.106
1,VX,BOS,LAX,7.743,1.347,390.444,0.046
1,VX,BOS,SFO,7.487,-3.289,395.158,0.056
1,VX,DCA,SFO,13.432,-1.977,356.58,0.022
1,VX,EWR,LAX,3.852,-11.519,365.486,0.044
1,VX,EWR,SFO,10.074,-9.99,378.411,0.038
1,VX,FLL,JFK,2.548,2.143,161.024,0.067
1,VX,FLL,LAX,16.823,-0.845,339.767,0
1,VX,FLL,SFO,8.907,-12.813,367.507,0
1,VX,IAD,LAX,8.577,-4.942,338.179,0.019
1,VX,IAD,SFO,14.696,3,350.833,0.018
1,VX,JFK,FLL,8.548,12.083,188.536,0.067
1,VX,JFK,LAS,1.942,-7.311,348.029,0.055
1,VX,JFK,LAX,14.291,1.492,372.906,0.037
1,VX,JFK,SFO,14.503,-3.099,384.545,0.046
1,VX,LAS,BOS,13.488,13.442,291.465,0.104
1,VX,LAS,JFK,6.99,-1.301,282.777,0.064
1,VX,LAS,LAX,7.965,6.923,68.958,0.011
1,VX,LAS,SFO,16.162,11.278,88.197,0.009
1,VX,LAX,BOS,1.878,-2.466,315.115,0.045
1,VX,LAX,EWR,7.178,5.356,303.616,0.039
1,VX,LAX,FLL,7.7,6.129,281.82,0
1,VX,LAX,IAD,1.724,1.808,281.718,0.019
1,VX,LAX,JFK,17.274,14.613,313.608,0.035
1,VX,LAX,LAS,4.615,4.538,65.231,0.011
1,VX,LAX,MCO,4.511,4.689,278.122,0
1,VX,LAX,ORD,5.154,5.062,235.485,0.008
1,VX,LAX,SEA,6.459,1.824,153.698,0
1,VX,LAX,SFO,14.355,9.66,72.662,0.005
1,VX,MCO,LAX,14.689,-3.389,325.311,0
1,VX,ORD,LAX,9.054,-0.777,265.477,0.008
1,VX,ORD,SFO,18.595,10.297,276.027,0.009
1,VX,PDX,SFO,-3.494,-5.169,99.674,0
1,VX,SAN,SFO,13.52,8.907,88.846,0.003
1,VX,SEA,LAX,3.034,-1.528,147.545,0
1,VX,SEA,SFO,12,4.9,119.326,0.003
1,VX,SFO,BOS,3.12,1.848,335.829,0.054
1,VX,SFO,DCA,0.607,-0.416,296.955,0.011
1,VX,SFO,EWR,11.01,7.019,312.223,0.037
1,VX,SFO,FLL,2.299,0.949,313.49,0
1,VX,SFO,IAD,7.669,4.704,295.112,0.017
1,VX,SFO,JFK,11.938,6.093,326.894,0.036
1,VX,SFO,LAS,8.793,8.381,89.695,0.011
1,VX,SFO,LAX,5.787,5.162,78.573,0.006
1,VX,SFO,ORD,8.845,6.291,248.036,0.009
1,VX,SFO,PDX,6.811,2.456,95.867,0
1,VX,SFO,SAN,5.593,3.909,85.21,0.003
1,VX,SFO,SEA,2.949,-2.211,116.181,0.003
1,WN,ATL,BOS,13.54,2.847,144.477,0.064
1,WN,ATL,BWI,9.149,1.416,100.134,0.056
1,WN,ATL,DCA,5.339,2.748,97.523,0.064
1,WN,ATL,DEN,8.443,-0.237,201.489,0.009
1,WN,ATL,DTW,7.102,-5.18,113.168,0.019
1,WN,ATL,FLL,9.813,0.464,105.853,0.004
1,WN,ATL,LAS,11.66,-4.48,267.672,0.004
1,WN,ATL,LAX,16.437,-0.249,296.437,0
1,WN,ATL,LGA,15.199,12.909,126.51,0.092
1,WN,ATL,MCO,7.413,1.925,83.695,0.018
1,WN,ATL,MDW,7.25,1.43,114.49,0.057
1,WN,ATL,MSP,11.583,0.911,158.498,0.007
1,WN,ATL,PHL,13.261,-1.135,113.033,0.05
1,WN,ATL,PHX,9.472,-7.561,251.883,0
1,WN,ATL,SAN,13.111,-13.678,282.6,0
1,WN,ATL,SFO,11.458,-5.006,318.387,0
1,WN,ATL,TPA,10.837,4.304,81.967,0.009
1,WN,BOS,ATL,13.034,5.725,180.148,0.06
1,WN,BOS,BWI,11.955,5.755,93.824,0.08
1,WN,BOS,DEN,11.283,0.133,286.372,0.058
1,WN,BOS,MCO,-6,1.333,197.333,0.25
1,WN,BOS,MDW,11.54,3.111,166.911,0.071
1,WN,BOS,PHX,-5.5,-18.5,357,0
1,WN,BWI,ATL,14.36,9.28,117.366,0.055
1,WN,BWI,BOS,19.312,18.002,80.022,0.078
1,WN,BWI,CLT,11.21,7.265,87.66,0.053
1,WN,BWI,DEN,16.067,4.252,243.025,0.024
1,WN,BWI,DTW,12.09,8.644,95.738,0.057
1,WN,BWI,FLL,14.526,3.9,152.919,0.024
1,WN,BWI,LAS,16.151,3.993,317.825,0.014
1,WN,BWI,LAX,15.645,2.427,343.782,0.009
1,WN,BWI,MCO,14.363,6.186,138.402,0.022
1,WN,BWI,MDW,13.02,7.641,123.352,0.08
1,WN,BWI,PHX,14.289,-2.134,305.169,0.01
1,WN,BWI,SAN,17.64,-0.07,334.878,0
1,WN,BWI,SEA,27.88,20.04,342.16,0
1,WN,BWI,SLC,13.236,3.528,288.101,0.011
1,WN,BWI,TPA,11.397,3.782,144.786,0.024
1,WN,CLT,BWI,7.294,4.282,85.791,0.047
1,WN,CLT,MCO,-3,0.667,93.667,0
1,WN,CLT,MDW,4.601,-4.506,118.646,0.048
1,WN,DCA,ATL,4.32,-4.37,113.851,0.066
1,WN,DCA,MDW,5.502,-1.781,123.012,0.134
1,WN,DCA,TPA,4.763,-6.023,142.335,0.039
1,WN,DEN,ATL,10.267,2.107,162.561,0.012
1,WN,DEN,BOS,24.664,15.619,219.274,0.058
1,WN,DEN,BWI,10.5,4.664,189.343,0.024
1,WN,DEN,DTW,19.795,14.169,159.886,0
1,WN,DEN,EWR,21.546,14.178,204.441,0.09
1,WN,DEN,FLL,7.806,-0.662,214.617,0
1,WN,DEN,IAD,10.481,4.93,185.642,0.012
1,WN,DEN,LAS,10.803,1.71,107.782,0.006
1,WN,DEN,LAX,12.845,1.775,141.187,0.006
1,WN,DEN,LGA,22.201,18.723,210.799,0.076
1,WN,DEN,MCO,10.779,5.883,198.595,0
1,WN,DEN,MDW,12.325,4.743,131.347,0.042
1,WN,DEN,MSP,11.058,5.902,108.831,0
1,WN,DEN,PDX,10.043,0.714,163.6,0.007
1,WN,DEN,PHL,14.958,8.091,199.012,0.041
1,WN,DEN,PHX,10.136,-0.01,107.43,0.006
1,WN,DEN,SAN,11.609,0.969,134.528,0.009
1,WN,DEN,SEA,13.254,4.688,170.32,0.004
1,WN,DEN,SFO,22.517,6.612,153.049,0.011
1,WN,DEN,SLC,10.979,4.285,82.181,0.004
1,WN,DEN,TPA,17.73,10.649,189.27,0.016
1,WN,DTW,ATL,9.872,0.319,114.105,0.015
1,WN,DTW,BWI,5.733,-6.653,84.394,0.045
1,WN,DTW,DEN,15.134,3.64,188.232,0.012
1,WN,DTW,LAS,8.889,-8.789,262.656,0
1,WN,DTW,MDW,7.043,1.176,70.71,0.046
1,WN,DTW,PHX,7.922,-10.243,255.878,0.009
1,WN,EWR,DEN,11.741,-4.19,259.323,0.054
1,WN,EWR,MDW,11.956,2.668,141.437,0.15
1,WN,EWR,PHX,14.756,0.674,327.953,0.044
1,WN,FLL,ATL,5.287,-1.309,113.437,0.004
