tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,airportid_1,airportid_2,airport_1,airport_2,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table1a,2015,2,30257,32457,"Albany, NY","San Francisco, CA (Metropolitan Area)",2559,10257,14771,ALB,SFO,127.5824176,402.5749354,UA,0.448751077,428.759309,WN,0.236864772,310.9676364
Table1a,2015,2,30257,32457,"Albany, NY","San Francisco, CA (Metropolitan Area)",2559,10257,14831,ALB,SJC,28.9010989,334.6813688,WN,0.634980989,310.5688623,WN,0.634980989,310.5688623
Table1a,2015,2,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",1225,10257,11697,ALB,FLL,277.5824176,191.7989311,WN,0.798891528,191.1536174,DL,0.069279493,176.9125714
Table1a,2015,2,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",1225,10257,13303,ALB,MIA,32.08791209,268.2174658,US,0.390410959,252.1368421,US,0.390410959,252.1368421
Table1a,2015,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",2468,10257,10800,ALB,BUR,7.252747253,334.419697,WN,0.863636364,326.6175439,WN,0.863636364,326.6175439
Table1a,2015,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",2468,10257,12892,ALB,LAX,158.5714286,348.6783784,WN,0.351351351,297.2331361,WN,0.351351351,297.2331361
Table1a,2015,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",2468,10257,12954,ALB,LGB,0.43956044,335.25,US,1,335.25,US,1,335.25
Table1a,2015,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",2468,10257,13891,ALB,ONT,12.85714286,308.7820513,WN,0.683760684,273.18625,WN,0.683760684,273.18625
Table1a,2015,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",2468,10257,14908,ALB,SNA,24.94505495,395.8145374,UA,0.511013216,386.5741379,UA,0.511013216,386.5741379
Table1a,2015,2,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",1130,10257,15304,ALB,TPA,344.8351648,198.9273741,WN,0.812938177,192.7334771,WN,0.812938177,192.7334771
Table1a,2015,2,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",323,10279,11259,AMA,DAL,249.010989,173.8367608,WN,0.987202118,173.879392,WN,0.987202118,173.879392
Table1a,2015,2,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",323,10279,11298,AMA,DFW,121.4285714,195.0238009,AA,0.919457014,198.075,US,0.041628959,153.1326087
Table1a,2015,2,30325,30466,"Denver, CO","Phoenix, AZ",602,11292,14107,DEN,PHX,2844.285714,133.2926052,WN,0.60854615,133.5545553,WN,0.60854615,133.5545553
Table1a,2015,2,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",1491,11292,10821,DEN,BWI,917.8021978,270.6132184,WN,0.672772989,270.5310198,WN,0.672772989,270.5310198
Table1a,2015,2,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",1491,11292,11278,DEN,DCA,1211.868132,206.2769314,F9,0.574084149,160.3488706,F9,0.574084149,160.3488706
Table1a,2015,2,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",1491,11292,12264,DEN,IAD,1049.010989,313.6878797,UA,0.581395349,366.6545586,WN,0.352503666,236.0048143
Table1a,2015,2,30325,31453,"Denver, CO","Houston, TX",883,11292,12191,DEN,HOU,755.0549451,196.2250036,WN,0.984863921,195.8003547,WN,0.984863921,195.8003547
Table1a,2015,2,30325,31453,"Denver, CO","Houston, TX",883,11292,12266,DEN,IAH,1064.505495,243.2142046,UA,0.73252813,291.067531,F9,0.136058635,94.98141123
Table1a,2015,2,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",1659,11292,11618,DEN,EWR,1136.483516,284.1894024,UA,0.623380391,326.8204126,WN,0.295397409,202.8699836
Table1a,2015,2,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",1659,11292,12197,DEN,HPN,9.450549451,344.0732558,DL,0.337209302,411.5310345,US,0.220930233,304
Table1a,2015,2,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",1659,11292,12391,DEN,ISP,18.46153846,266.5779762,WN,0.93452381,256.8859873,WN,0.93452381,256.8859873
Table1a,2015,2,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",1659,11292,12478,DEN,JFK,503.6263736,216.4607681,DL,0.523892647,222.1274469,B6,0.372463452,199.9201523
Table1a,2015,2,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",1659,11292,12953,DEN,LGA,2043.516484,232.4081146,UA,0.419821467,278.5543743,F9,0.122284362,121.6735708
Table1a,2015,2,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",1659,11292,15070,DEN,SWF,10.10989011,271.3967391,US,0.467391304,295.3372093,DL,0.456521739,234.0357143
Table1a,2015,2,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,11292,13796,DEN,OAK,624.9450549,217.3843151,WN,0.926674873,218.9673435,NK,0.017232284,107.3367347
Table1a,2015,2,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,11292,14771,DEN,SFO,2040.879121,217.2712901,UA,0.54872927,254.181415,F9,0.131542106,121.2361032
Table1a,2015,2,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,11292,14831,DEN,SJC,885.0549451,225.7423889,WN,0.677303203,203.8813382,WN,0.677303203,203.8813382
Table1a,2015,2,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",1709,11292,11697,DEN,FLL,887.2527473,185.4840723,WN,0.400544959,196.2031849,NK,0.261084964,101.4172201
Table1a,2015,2,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",1709,11292,13303,DEN,MIA,571.5384615,196.7813113,AA,0.421457412,256.9333029,F9,0.382618727,107.3840704
Table1a,2015,2,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,11292,10800,DEN,BUR,431.5384615,171.2833461,WN,0.814616756,158.0164739,WN,0.814616756,158.0164739
Table1a,2015,2,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,11292,12892,DEN,LAX,2816.593407,159.3870625,WN,0.446919746,139.5177128,WN,0.446919746,139.5177128
Table1a,2015,2,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,11292,12954,DEN,LGB,23.18681319,180.2222749,US,0.611374408,179.0271318,DL,0.222748815,177.8085106
Table1a,2015,2,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,11292,13891,DEN,ONT,440.7692308,180.7527799,WN,0.780104712,173.0238734,WN,0.780104712,173.0238734
Table1a,2015,2,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,11292,14908,DEN,SNA,1354.835165,165.4227675,WN,0.523481223,158.718934,F9,0.167410171,107.3137597
Table1a,2015,2,30325,33195,"Denver, CO","Tampa, FL (Metropolitan Area)",1506,11292,15304,DEN,TPA,831.0989011,215.1182732,WN,0.45881264,228.6485879,F9,0.259156419,129.8121429
Table1a,2015,2,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",1553,11292,13931,DEN,ORF,156.3736264,284.2055517,WN,0.3056922,264.3804598,WN,0.3056922,264.3804598
Table1a,2015,2,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",1553,11292,14098,DEN,PHF,35.93406593,290.0110092,US,0.525993884,286.0802326,US,0.525993884,286.0802326
Table1a,2015,2,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,10397,11259,ATL,DAL,792.3076923,164.4656449,WN,0.712760055,154.1917883,WN,0.712760055,154.1917883
Table1a,2015,2,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,10397,11298,ATL,DFW,2243.626374,183.7702062,DL,0.485232894,192.6406985,AA,0.384924328,190.3402087
Table1a,2015,2,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,10397,14107,ATL,PHX,1100.21978,237.9773472,DL,0.514982022,243.4410008,US,0.202556932,229.9580375
Table1a,2015,2,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",554,10397,10874,ATL,CAK,467.9120879,135.6839596,DL,0.538750587,160.9201831,WN,0.398543917,98.11655863
Table1a,2015,2,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",554,10397,11042,ATL,CLE,658.3516484,176.6256551,DL,0.567184109,229.2606828,F9,0.27991988,75.19797257
Table1a,2015,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,10397,10721,ATL,BOS,2060.10989,253.0564144,DL,0.674614605,278.0459239,WN,0.210060276,189.9065262
Table1a,2015,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,10397,13296,ATL,MHT,130.8791209,245.3176322,DL,0.435768262,253.4090559,WN,0.350125945,231.1779376
Table1a,2015,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,10397,14307,ATL,PVD,254.7252747,266.584038,DL,0.654443486,283.6596572,WN,0.173856773,223.5397022
Table1a,2015,2,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",577,10397,10821,ATL,BWI,1760.989011,175.0036318,DL,0.513322933,180.2482008,WN,0.421092044,168.2252075
Table1a,2015,2,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",577,10397,11278,ATL,DCA,2284.945055,198.1613572,DL,0.606309816,224.4432458,WN,0.350694945,149.4001234
Table1a,2015,2,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",577,10397,12264,ATL,IAD,825.3846154,194.8931301,DL,0.528824391,230.2387462,F9,0.254426841,90.26488749
Table1a,2015,2,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,10397,13232,ATL,MDW,1343.186813,167.1286264,WN,0.634132373,157.8696297,WN,0.634132373,157.8696297
Table1a,2015,2,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,10397,13930,ATL,ORD,2396.043956,179.8888415,DL,0.421115392,206.1667611,UA,0.214639516,189.2976068
Table1a,2015,2,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",447,10397,11066,ATL,CMH,697.1428571,199.3549968,DL,0.668032787,216.2405144,WN,0.252994956,156.98
Table1a,2015,2,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,10397,12191,ATL,HOU,923.4065934,187.4019398,WN,0.57396168,178.8315986,WN,0.57396168,178.8315986
Table1a,2015,2,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,10397,12266,ATL,IAH,1012.637363,186.5407488,DL,0.445903418,203.350937,NK,0.157569181,91.86342975
Table1a,2015,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,10397,11618,ATL,EWR,1525.054945,281.493832,DL,0.565643464,284.558879,UA,0.342268338,282.9293684
Table1a,2015,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,10397,12197,ATL,HPN,324.6153846,279.4982735,DL,0.917061611,280.2142119,US,0.029113067,268.0302326
Table1a,2015,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,10397,12391,ATL,ISP,47.03296703,206.2397196,WN,0.927570093,203.7221662,WN,0.927570093,203.7221662
Table1a,2015,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,10397,12478,ATL,JFK,520.6593407,251.8039257,DL,0.743984804,259.5312908,US,0.155550865,225.094844
Table1a,2015,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,10397,12953,ATL,LGA,4113.626374,239.0873484,DL,0.624378907,266.1372182,WN,0.207618742,176.4562918
Table1a,2015,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,10397,15070,ATL,SWF,9.450549451,293.677907,DL,0.453488372,308.0897436,US,0.372093023,257.3125
Table1a,2015,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,10397,13796,ATL,OAK,146.7032967,276.4979026,WN,0.590262172,267.735533,NK,0.115355805,166.2987013
Table1a,2015,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,10397,14771,ATL,SFO,1826.263736,320.2851134,DL,0.561285276,354.3084906,WN,0.134364282,232.8448276
Table1a,2015,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,10397,14831,ATL,SJC,212.967033,318.0370485,DL,0.328173375,386.5542453,WN,0.312693498,257.5534653
Table1a,2015,2,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,10397,11697,ATL,FLL,2238.571429,136.6926317,DL,0.520593,159.6171617,NK,0.143782829,93.62195288
Table1a,2015,2,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,10397,13303,ATL,MIA,1750,145.5160377,DL,0.58122449,161.1193604,F9,0.12144427,72.98417787
Table1a,2015,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,10397,10800,ATL,BUR,31.20879121,285.5982394,WN,0.492957746,265.4121429,WN,0.492957746,265.4121429
Table1a,2015,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,10397,12892,ATL,LAX,2865.934066,270.3009663,DL,0.508742331,319.8576424,WN,0.179141104,217.3729238
Table1a,2015,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,10397,12954,ATL,LGB,11.64835165,292.2320755,US,0.613207547,259.5092308,US,0.613207547,259.5092308
Table1a,2015,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,10397,13891,ATL,ONT,130.5494505,303.1526936,WN,0.377946128,282.0501114,WN,0.377946128,282.0501114
Table1a,2015,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,10397,14908,ATL,SNA,391.4285714,339.6839135,DL,0.592925323,385.938447,WN,0.129702414,257.4502165
Table1a,2015,2,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",406,10397,15304,ATL,TPA,1441.208791,173.7179642,DL,0.600152497,184.6112565,WN,0.358902021,155.102252
Table1a,2015,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",516,10397,13931,ATL,ORF,317.8021978,248.7088866,DL,0.78077455,257.834411,US,0.115145228,210.2009009
Table1a,2015,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",516,10397,14098,ATL,PHF,65.82417582,254.0776294,DL,0.714524207,266.3964953,US,0.186978297,220.4205357
Table1a,2015,2,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",190,10423,11259,AUS,DAL,851.978022,151.7350445,WN,0.871662582,159.0580793,VX,0.128208435,101.9089537
Table1a,2015,2,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",190,10423,11298,AUS,DFW,364.2857143,168.7574057,AA,0.96199095,168.7133584,US,0.030467572,140.4059406
Table1a,2015,2,30423,30466,"Austin, TX","Phoenix, AZ",872,10423,14107,AUS,PHX,649.7802198,224.8400135,WN,0.631997294,215.8305593,WN,0.631997294,215.8305593
Table1a,2015,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",1698,10423,10721,AUS,BOS,661.978022,269.0776892,B6,0.359727756,272.7693124,WN,0.135956175,237.6090354
Table1a,2015,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",1698,10423,13296,AUS,MHT,44.61538462,290.8736453,WN,0.650246305,258.7458333,WN,0.650246305,258.7458333
Table1a,2015,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",1698,10423,14307,AUS,PVD,67.91208791,271.8148867,WN,0.381877023,265.4042373,UA,0.226537217,250.5571429
Table1a,2015,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",1342,10423,10821,AUS,BWI,396.5934066,260.1394292,WN,0.745912995,260.9711738,UA,0.037960654,244.7678832
Table1a,2015,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",1342,10423,11278,AUS,DCA,497.1428571,258.3356543,WN,0.575375774,251.6725317,WN,0.575375774,251.6725317
Table1a,2015,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",1342,10423,12264,AUS,IAD,290.3296703,311.5637396,UA,0.789553369,323.9581016,AA,0.078349735,247.0816425
Table1a,2015,2,30423,30977,"Austin, TX","Chicago, IL",978,10423,13232,AUS,MDW,408.021978,235.8743873,WN,0.981416644,234.7499451,WN,0.981416644,234.7499451
Table1a,2015,2,30423,30977,"Austin, TX","Chicago, IL",978,10423,13930,AUS,ORD,890.1098901,220.2671605,AA,0.447283951,247.4169197,F9,0.211111111,95.25157895
Table1a,2015,2,30423,31453,"Austin, TX","Houston, TX",148,10423,12191,AUS,HOU,145.4945055,182.5113293,WN,1,182.5113293,WN,1,182.5113293
Table1a,2015,2,30423,31453,"Austin, TX","Houston, TX",148,10423,12266,AUS,IAH,93.07692308,220.4546635,UA,1,220.4546635,UA,1,220.4546635
Table1a,2015,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,11618,AUS,EWR,775.9340659,250.6504036,UA,0.61662654,279.5331879,WN,0.274465373,184.3037668
Table1a,2015,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,12197,AUS,HPN,20.21978022,272.5701087,DL,0.657608696,285.8355372,B6,0.125,221.2217391
Table1a,2015,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,12391,AUS,ISP,9.120879121,292.060241,WN,0.963855422,290.0675,WN,0.963855422,290.0675
Table1a,2015,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,12478,AUS,JFK,840.6593407,236.2822484,B6,0.411633987,225.1530645,B6,0.411633987,225.1530645
Table1a,2015,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,12953,AUS,LGA,400.7692308,224.0165341,AA,0.267343022,243.121641,VX,0.19330957,182.4990071
Table1a,2015,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,15070,AUS,SWF,3.626373626,243.1484848,DL,0.666666667,231.5636364,DL,0.666666667,231.5636364
Table1a,2015,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,10423,13796,AUS,OAK,263.5164835,214.712427,WN,0.899916597,212.4627433,B6,0.011259383,211.8851852
Table1a,2015,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,10423,14771,AUS,SFO,1148.901099,250.3425347,UA,0.49736968,259.2477692,VX,0.298134864,243.6212063
Table1a,2015,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,10423,14831,AUS,SJC,492.8571429,259.5238127,WN,0.787513935,253.5711212,DL,0.042586399,244.9513089
Table1a,2015,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",1105,10423,11697,AUS,FLL,471.3186813,163.2259501,WN,0.52366519,155.645236,WN,0.52366519,155.645236
Table1a,2015,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",1105,10423,13303,AUS,MIA,159.7802198,205.5339065,AA,0.688445667,207.1781219,DL,0.103851444,195.7324503
Table1a,2015,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,10800,AUS,BUR,40.21978022,266.1601093,WN,0.773224044,262.5932862,WN,0.773224044,262.5932862
Table1a,2015,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,12892,AUS,LAX,1244.395604,209.7758831,AA,0.414341222,224.3280264,WN,0.283557047,189.6861102
Table1a,2015,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,12954,AUS,LGB,268.9010989,173.3001635,B6,0.918267266,172.1357365,B6,0.918267266,172.1357365
Table1a,2015,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,13891,AUS,ONT,79.12087912,252.9209722,WN,0.661111111,241.3945378,WN,0.661111111,241.3945378
Table1a,2015,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,14908,AUS,SNA,150.5494505,267.7241606,WN,0.364233577,280.5747495,AA,0.270072993,268.5672973
Table1a,2015,2,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",928,10423,15304,AUS,TPA,293.0769231,205.8024372,WN,0.676415448,205.1346452,UA,0.122234721,193.7058282
Table1a,2015,2,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",1976,15376,10821,TUS,BWI,135.0549451,276.7307567,AA,0.345809601,293.9776471,WN,0.284784378,249.4774286
Table1a,2015,2,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",1976,15376,11278,TUS,DCA,159.8901099,330.5217869,AA,0.535395189,336.6367137,UA,0.1395189,303.4310345
Table1a,2015,2,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",1976,15376,12264,TUS,IAD,58.13186813,348.5860113,UA,0.446124764,361.2334746,WN,0.143667297,287.0842105
Table1a,2015,2,30466,30198,"Phoenix, AZ","Pittsburgh, PA",1814,14107,14122,PHX,PIT,395.7142857,267.3567898,US,0.4348792,281.9427842,WN,0.401555124,248.2116874
Table1a,2015,2,30466,30559,"Phoenix, AZ","Seattle, WA",1107,14107,14747,PHX,SEA,2192.307692,195.8434536,AS,0.368070175,200.6222525,WN,0.279949875,187.6932319
Table1a,2015,2,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,14107,10821,PHX,BWI,854.6153846,264.6750418,WN,0.592516394,252.9531684,WN,0.592516394,252.9531684
Table1a,2015,2,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,14107,11278,PHX,DCA,636.5934066,333.3778871,US,0.541688244,376.5252709,WN,0.227861212,249.9050758
Table1a,2015,2,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,14107,12264,PHX,IAD,287.5824176,315.5297669,UA,0.546809324,329.1512928,WN,0.213603363,243.9579606
Table1a,2015,2,30466,31123,"Phoenix, AZ","St. Louis, MO",1262,14107,15016,PHX,STL,705.1648352,229.5414056,WN,0.642823749,223.4121697,WN,0.642823749,223.4121697
Table1a,2015,2,30466,31775,"Phoenix, AZ","Sioux Falls, SD",1081,10466,11775,AZA,FSD,140.1098901,122.2517647,G4,1,122.2517647,G4,1,122.2517647
Table1a,2015,2,30466,31775,"Phoenix, AZ","Sioux Falls, SD",1081,14107,11775,PHX,FSD,48.24175824,237.5710706,UA,0.492027335,235.1300926,UA,0.492027335,235.1300926
Table1a,2015,2,30466,31884,"Phoenix, AZ","Spokane, WA",1020,14107,11884,PHX,GEG,344.6153846,194.2440051,WN,0.477359694,186.2772879,WN,0.477359694,186.2772879
Table1a,2015,2,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,10466,13796,AZA,OAK,109.5604396,81.04513541,G4,1,81.04513541,G4,1,81.04513541
Table1a,2015,2,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,14107,13796,PHX,OAK,971.6483516,189.3792355,WN,0.761366207,188.6935086,WN,0.761366207,188.6935086
Table1a,2015,2,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,14107,14771,PHX,SFO,1563.076923,171.0994305,WN,0.336403262,177.49279,F9,0.1534027,86.81063245
Table1a,2015,2,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,14107,14831,PHX,SJC,979.6703297,205.7758946,WN,0.640157039,204.4847731,WN,0.640157039,204.4847731
Table1a,2015,2,30466,33192,"Phoenix, AZ","Sacramento, CA",647,14107,14893,PHX,SMF,820.3296703,208.6742398,WN,0.597052914,219.9695535,US,0.304889484,193.2068541
Table1a,2015,2,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",1788,14107,15304,PHX,TPA,493.7362637,258.9146227,WN,0.393278433,253.4517827,WN,0.393278433,253.4517827
Table1a,2015,2,30466,33214,"Phoenix, AZ","San Antonio, TX",843,14107,14683,PHX,SAT,488.1318681,218.4137326,WN,0.639351643,208.7278873,WN,0.639351643,208.7278873
Table1a,2015,2,30466,33570,"Phoenix, AZ","San Diego, CA",304,14107,14679,PHX,SAN,1371.538462,162.9444035,WN,0.721015944,167.1616957,US,0.239323772,152.6681286
Table1a,2015,2,30466,34057,"Phoenix, AZ","Portland, OR",1009,14107,14057,PHX,PDX,1304.395604,188.4257961,WN,0.400758214,182.0711583,AS,0.223251896,175.7426038
Table1a,2015,2,30466,34492,"Phoenix, AZ","Raleigh/Durham, NC",1891,14107,14492,PHX,RDU,364.6153846,266.2927064,WN,0.464135021,254.255,WN,0.464135021,254.255
Table1a,2015,2,30466,34570,"Phoenix, AZ","Reno, NV",601,14107,14570,PHX,RNO,455.8241758,167.190188,WN,0.551591128,164.9941434,WN,0.551591128,164.9941434
Table1a,2015,2,30466,34614,"Phoenix, AZ","Salt Lake City, UT",507,14107,14869,PHX,SLC,1188.791209,175.9109262,WN,0.43344426,173.7724675,DL,0.331761878,173.7390359
Table1a,2015,2,30466,34653,"Phoenix, AZ","Tulsa, OK",935,14107,15370,PHX,TUL,180,262.1405372,WN,0.718559219,261.7518267,UA,0.108058608,242.0175141
Table1a,2015,2,30529,30466,"Hartford, CT","Phoenix, AZ",2213,10529,14107,BDL,PHX,250.7692308,312.7394391,WN,0.367659947,281.6615018,WN,0.367659947,281.6615018
Table1a,2015,2,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,10529,10821,BDL,BWI,436.7032967,166.0620785,WN,0.993709109,165.4847303,WN,0.993709109,165.4847303
Table1a,2015,2,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,10529,11278,BDL,DCA,626.9230769,147.9365819,US,0.488343558,165.7107681,B6,0.456792287,128.1685725
Table1a,2015,2,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,10529,12264,BDL,IAD,112.8571429,188.5318403,UA,0.973709834,189.6842,UA,0.973709834,189.6842
Table1a,2015,2,30529,31453,"Hartford, CT","Houston, TX",1519,10529,12191,BDL,HOU,59.56043956,284.1994465,WN,0.760147601,277.4240291,WN,0.760147601,277.4240291
Table1a,2015,2,30529,31453,"Hartford, CT","Houston, TX",1519,10529,12266,BDL,IAH,130.7692308,336.0043697,UA,0.459663866,385.0034735,US,0.182352941,281.8276498
Table1a,2015,2,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",2625,10529,13796,BDL,OAK,45.93406593,334.7916268,WN,0.906698565,327.5564644,WN,0.906698565,327.5564644
Table1a,2015,2,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",2625,10529,14771,BDL,SFO,229.6703297,376.0178947,UA,0.332535885,385.8444604,US,0.122488038,331.4511719
Table1a,2015,2,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",2625,10529,14831,BDL,SJC,51.0989011,371.4756989,AA,0.316129032,373.0306122,WN,0.23655914,349.1827273
Table1a,2015,2,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",1194,10529,11697,BDL,FLL,746.3736264,172.2652238,B6,0.522232038,183.3107979,WN,0.353504122,156.7153686
