tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,airportid_1,airportid_2,airport_1,airport_2,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table1a,2015,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2371,12954,14098,LGB,PHF,0.549450549,693.18,US,0.8,651,US,0.8,651
Table1a,2015,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2371,13891,13931,ONT,ORF,22.1978022,381.4242574,AA,0.336633663,414.4735294,WN,0.252475248,298.3764706
Table1a,2015,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2371,13891,14098,ONT,PHF,3.296703297,396.3566667,US,0.633333333,339.4684211,US,0.633333333,339.4684211
Table1a,2015,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2371,14908,13931,SNA,ORF,46.81318681,365.8765258,DL,0.41314554,352.2352273,DL,0.41314554,352.2352273
Table1a,2015,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2371,14908,14098,SNA,PHF,4.725274725,381.8744186,DL,0.697674419,371.3666667,DL,0.697674419,371.3666667
Table1a,2015,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",1187,10800,13851,BUR,OKC,31.53846154,262.9655052,WN,0.912891986,261.7950382,WN,0.912891986,261.7950382
Table1a,2015,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",1187,12892,13851,LAX,OKC,269.4505495,278.3149674,AA,0.491027732,281.0509967,WN,0.206362153,252.0610672
Table1a,2015,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",1187,12954,13851,LGB,OKC,1.318681319,345.0833333,DL,0.5,377.8333333,US,0.333333333,278.5
Table1a,2015,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",1187,13891,13851,ONT,OKC,45.38461538,286.6012107,WN,0.711864407,267.9561224,WN,0.711864407,267.9561224
Table1a,2015,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",1187,14908,13851,SNA,OKC,98.57142857,248.5001115,WN,0.519509476,242.366309,UA,0.178372352,235.7575
Table1a,2015,2,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2330,10800,14027,BUR,PBI,0.989010989,327.9888889,B6,0.333333333,357,DL,0.222222222,222.5
Table1a,2015,2,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2330,12892,14027,LAX,PBI,176.4835165,294.4558531,AA,0.376712329,307.9371901,UA,0.186176837,218.2685619
Table1a,2015,2,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2330,12954,14027,LGB,PBI,0.549450549,380.88,B6,0.4,378.2,DL,0.4,333
Table1a,2015,2,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2330,13891,14027,ONT,PBI,11.53846154,355.72,AA,0.533333333,393.9910714,UA,0.171428571,289.7888889
Table1a,2015,2,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2330,14908,14027,SNA,PBI,32.74725275,337.2214765,DL,0.473154362,369.7893617,UA,0.204697987,290.8491803
Table1a,2015,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",859,10800,14057,BUR,PDX,419.7802198,176.4284031,AS,0.635602094,173.0609967,AS,0.635602094,173.0609967
Table1a,2015,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",859,12892,14057,LAX,PDX,1756.043956,164.7651377,AS,0.633479349,162.3062136,WN,0.140362954,153.5921088
Table1a,2015,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",859,12954,14057,LGB,PDX,535.1648352,139.0446612,B6,0.980903491,138.5729537,B6,0.980903491,138.5729537
Table1a,2015,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",859,13891,14057,ONT,PDX,416.8131868,174.887846,AS,0.497231743,167.3564687,AS,0.497231743,167.3564687
Table1a,2015,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",859,14908,14057,SNA,PDX,701.7582418,183.2057626,AS,0.734732227,183.451023,WN,0.189946759,175.766859
Table1a,2015,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,10800,14100,BUR,PHL,36.81318681,328.2552239,WN,0.423880597,297.0598592,WN,0.423880597,297.0598592
Table1a,2015,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,12892,14100,LAX,PHL,1522.417582,344.9324672,US,0.542947885,387.8501728,UA,0.166161397,252.8945699
Table1a,2015,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,12954,14100,LGB,PHL,17.36263736,309.8120253,US,0.632911392,323.198,B6,0.170886076,256.1962963
Table1a,2015,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,13891,14100,ONT,PHL,107.3626374,334.6718526,US,0.402251791,339.451145,WN,0.293756397,297.0296167
Table1a,2015,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,14908,14100,SNA,PHL,209.1208791,349.4570678,US,0.29322123,351.0394265,UA,0.215449291,312.6229268
Table1a,2015,2,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",433,10800,15023,BUR,STS,0.10989011,298.1,,,,,,
Table1a,2015,2,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",433,12892,15023,LAX,STS,228.7912088,159.2572526,AS,0.997118156,159.1577071,AS,0.997118156,159.1577071
Table1a,2015,2,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",433,14908,15023,SNA,STS,0.10989011,68.3,,,,,,
Table1a,2015,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2239,10800,14492,BUR,RDU,25.38461538,297.9034632,WN,0.54978355,301.2456693,UA,0.285714286,246.0075758
Table1a,2015,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2239,12892,14492,LAX,RDU,637.9120879,303.7221705,DL,0.360206718,304.5695361,WN,0.138156761,268.9351621
Table1a,2015,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2239,12954,14492,LGB,RDU,5.054945055,306.1021739,B6,0.652173913,259.89,B6,0.652173913,259.89
Table1a,2015,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2239,13891,14492,ONT,RDU,60.54945055,313.6217786,WN,0.497277677,291.0441606,WN,0.497277677,291.0441606
Table1a,2015,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2239,14908,14492,SNA,RDU,108.9010989,347.2089808,AA,0.298688194,367.8070946,UA,0.14530777,341.3222222
Table1a,2015,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2305,10800,14524,BUR,RIC,1.538461538,448.9928571,US,0.428571429,361.8,US,0.428571429,361.8
Table1a,2015,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2305,12892,14524,LAX,RIC,212.1978022,341.1875712,US,0.262040394,320.0096838,WN,0.15069912,266.0656357
Table1a,2015,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2305,12954,14524,LGB,RIC,4.945054945,312.1466667,B6,0.711111111,275.4375,B6,0.711111111,275.4375
Table1a,2015,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2305,13891,14524,ONT,RIC,18.9010989,337.0313953,AA,0.488372093,328.5607143,AA,0.488372093,328.5607143
Table1a,2015,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2305,14908,14524,SNA,RIC,49.12087912,381.1559284,DL,0.384787472,396.9366279,AA,0.261744966,364.6863248
Table1a,2015,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",415,10800,14570,BUR,RNO,43.73626374,192.7530151,WN,0.929648241,193.5686486,UA,0.042713568,178.9411765
Table1a,2015,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",415,12892,14570,LAX,RNO,598.021978,155.8415472,WN,0.682102168,148.8487877,WN,0.682102168,148.8487877
Table1a,2015,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",415,12954,14570,LGB,RNO,0.989010989,208.2777778,US,0.666666667,219.0833333,US,0.666666667,219.0833333
Table1a,2015,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",415,13891,14570,ONT,RNO,56.81318681,215.5731141,WN,0.740812379,222.4968668,UA,0.185686654,190.5166667
Table1a,2015,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",415,14908,14570,SNA,RNO,93.18681319,210.4005896,WN,0.884433962,211.3529333,UA,0.086084906,204.1767123
Table1a,2015,2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",590,10800,14869,BUR,SLC,144.3956044,199.0398782,DL,0.613394216,214.1269231,WN,0.331811263,173.7977064
Table1a,2015,2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",590,12892,14869,LAX,SLC,1481.098901,143.4340407,DL,0.469505861,152.4383534,WN,0.292625019,131.7756085
Table1a,2015,2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",590,12954,14869,LGB,SLC,776.4835165,129.8543589,B6,0.585055194,125.342598,B6,0.585055194,125.342598
Table1a,2015,2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",590,13891,14869,ONT,SLC,188.9010989,208.2924956,DL,0.496218732,239.5491208,WN,0.389179756,178.0917788
Table1a,2015,2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",590,14908,14869,SNA,SLC,329.8901099,216.8416722,DL,0.689540306,232.4617874,WN,0.237841439,174.3155462
Table1a,2015,2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",1283,10800,15370,BUR,TUL,25.49450549,320.6568966,WN,0.870689655,318.309901,WN,0.870689655,318.309901
Table1a,2015,2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",1283,12892,15370,LAX,TUL,167.3626374,261.6430729,AA,0.296126067,314.7474501,G4,0.152987525,122.7167382
Table1a,2015,2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",1283,12954,15370,LGB,TUL,3.076923077,464.6928571,US,0.357142857,363.05,US,0.357142857,363.05
Table1a,2015,2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",1283,13891,15370,ONT,TUL,41.42857143,284.4440318,WN,0.623342175,250.973617,WN,0.623342175,250.973617
Table1a,2015,2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",1283,14908,15370,SNA,TUL,67.69230769,303.1737013,WN,0.501623377,268.0220065,WN,0.501623377,268.0220065
Table1a,2015,2,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",912,12992,10821,LIT,BWI,163.1868132,201.9503704,WN,0.690909091,192.1193957,WN,0.690909091,192.1193957
Table1a,2015,2,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",912,12992,11278,LIT,DCA,117.4725275,259.1362021,DL,0.458372311,264.3797959,WN,0.14686623,206.0248408
Table1a,2015,2,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",912,12992,12264,LIT,IAD,28.13186813,267.3640625,DL,0.40625,270.2932692,WN,0.11328125,221.3862069
Table1a,2015,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",1125,12992,11618,LIT,EWR,42.1978022,353.8661458,AA,0.252604167,325.2484536,US,0.2265625,306.6908046
Table1a,2015,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",1125,12992,12197,LIT,HPN,8.131868132,252.4459459,DL,0.716216216,239.1867925,DL,0.716216216,239.1867925
Table1a,2015,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",1125,12992,12391,LIT,ISP,4.945054945,240.6733333,WN,1,240.6733333,WN,1,240.6733333
Table1a,2015,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",1125,12992,12478,LIT,JFK,23.62637363,235.4474419,DL,0.441860465,222.9568421,DL,0.441860465,222.9568421
Table1a,2015,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",1125,12992,12953,LIT,LGA,134.6153846,259.440898,DL,0.366530612,286.6064588,WN,0.137959184,211.5402367
Table1a,2015,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",1125,12992,15070,LIT,SWF,1.428571429,334.1538462,DL,0.538461538,360.4285714,US,0.461538462,303.5
Table1a,2015,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",1494,12992,10800,LIT,BUR,15.82417582,293.6979167,WN,0.895833333,281.3457364,WN,0.895833333,281.3457364
Table1a,2015,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",1494,12992,12892,LIT,LAX,140.7692308,282.2608119,WN,0.286494926,288.0313351,G4,0.18657299,113.376569
Table1a,2015,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",1494,12992,12954,LIT,LGB,0.879120879,329.9625,US,0.375,322.6666667,DL,0.25,255.35
Table1a,2015,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",1494,12992,13891,LIT,ONT,32.1978022,293.6081911,WN,0.607508532,277.6747191,WN,0.607508532,277.6747191
Table1a,2015,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",1494,12992,14908,LIT,SNA,38.02197802,300.3404624,WN,0.393063584,276.4867647,WN,0.393063584,276.4867647
Table1a,2015,2,33044,30466,"Louisville, KY","Phoenix, AZ",1506,14730,14107,SDF,PHX,195.4945055,271.8701518,WN,0.685778527,265.8427049,UA,0.07138842,230.7976378
Table1a,2015,2,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",495,14730,10821,SDF,BWI,405.3846154,178.8991868,WN,0.926267281,176.6270413,WN,0.926267281,176.6270413
Table1a,2015,2,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",495,14730,11278,SDF,DCA,249.4505495,218.6596476,US,0.759471366,215.0780162,US,0.759471366,215.0780162
Table1a,2015,2,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",495,14730,12264,SDF,IAD,21.75824176,255.6474747,UA,0.378787879,301.336,WN,0.111111111,152.5454545
Table1a,2015,2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",699,14730,11618,SDF,EWR,209.4505495,313.6956453,UA,0.638509969,336.4556286,DL,0.145855194,250.0571942
Table1a,2015,2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",699,14730,12197,SDF,HPN,11.20879121,295.2156863,DL,0.568627451,284.45,DL,0.568627451,284.45
Table1a,2015,2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",699,14730,12391,SDF,ISP,17.8021978,247.4308642,WN,0.975308642,249.2075949,US,0.012345679,158.5
Table1a,2015,2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",699,14730,12478,SDF,JFK,40.10989011,255.7484932,US,0.473972603,243.3653179,US,0.473972603,243.3653179
Table1a,2015,2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",699,14730,12953,SDF,LGA,234.3956044,315.1396156,DL,0.572902016,350.2231588,WN,0.120018753,228.3277344
Table1a,2015,2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",699,14730,15070,SDF,SWF,3.736263736,271.2411765,DL,0.735294118,243.688,DL,0.735294118,243.688
Table1a,2015,2,33044,32457,"Louisville, KY","San Francisco, CA (Metropolitan Area)",1990,14730,13796,SDF,OAK,38.13186813,321.4204611,WN,0.959654179,321.3426426,WN,0.959654179,321.3426426
Table1a,2015,2,33044,32457,"Louisville, KY","San Francisco, CA (Metropolitan Area)",1990,14730,14771,SDF,SFO,127.8021978,333.1503869,DL,0.251934652,352.2624573,WN,0.244196045,291.5422535
Table1a,2015,2,33044,32457,"Louisville, KY","San Francisco, CA (Metropolitan Area)",1990,14730,14831,SDF,SJC,45.38461538,351.1992736,WN,0.474576271,317.5770408,WN,0.474576271,317.5770408
Table1a,2015,2,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",910,14730,11697,SDF,FLL,104.1758242,247.2412447,DL,0.482067511,246.5770241,WN,0.312236287,242.9030405
Table1a,2015,2,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",910,14730,13303,SDF,MIA,111.0989011,267.0804154,AA,0.400593472,272.4316049,DL,0.282888229,252.6534965
Table1a,2015,2,33044,33195,"Louisville, KY","Tampa, FL (Metropolitan Area)",727,14730,15304,SDF,TPA,297.1428571,189.4860207,WN,0.687130178,184.0411195,WN,0.687130178,184.0411195
Table1a,2015,2,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",812,11193,11259,CVG,DAL,3.846153846,405.9057143,DL,0.8,442.9321429,DL,0.8,442.9321429
Table1a,2015,2,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",812,11193,11298,CVG,DFW,525.8241758,213.3380982,F9,0.463113898,82.86101083,F9,0.463113898,82.86101083
Table1a,2015,2,33105,30466,"Cincinnati, OH","Phoenix, AZ",1569,11193,10466,CVG,AZA,84.28571429,106.1916558,G4,1,106.1916558,G4,1,106.1916558
Table1a,2015,2,33105,30466,"Cincinnati, OH","Phoenix, AZ",1569,11193,14107,CVG,PHX,208.1318681,266.505227,DL,0.41499472,290.6445293,F9,0.12249208,147.6853448
Table1a,2015,2,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",430,11193,10821,CVG,BWI,120.2197802,219.18766,DL,0.774223035,218.3726092,DL,0.774223035,218.3726092
Table1a,2015,2,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",430,11193,11278,CVG,DCA,373.0769231,194.0238881,DL,0.567893962,208.4434647,US,0.371134021,166.806746
Table1a,2015,2,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",430,11193,12264,CVG,IAD,76.92307692,116.8925714,F9,0.661428571,65.44492441,F9,0.661428571,65.44492441
Table1a,2015,2,33105,31453,"Cincinnati, OH","Houston, TX",886,11193,12191,CVG,HOU,15.6043956,370.6288732,DL,0.514084507,409.8849315,AA,0.366197183,326.9596154
Table1a,2015,2,33105,31453,"Cincinnati, OH","Houston, TX",886,11193,12266,CVG,IAH,204.3956044,340.9005914,UA,0.682795699,344.7648031,UA,0.682795699,344.7648031
Table1a,2015,2,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",597,11193,11618,CVG,EWR,261.8681319,392.5875367,UA,0.624003357,408.1925353,DL,0.237935376,397.7910053
Table1a,2015,2,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",597,11193,12197,CVG,HPN,13.95604396,328.5464567,DL,0.551181102,327.7842857,DL,0.551181102,327.7842857
Table1a,2015,2,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",597,11193,12478,CVG,JFK,78.57142857,319.0483916,DL,0.373426573,354.117603,US,0.153846154,264.1154545
Table1a,2015,2,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",597,11193,12953,CVG,LGA,392.5274725,389.1775476,DL,0.756718925,423.6511654,US,0.122340426,265.5498856
Table1a,2015,2,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",597,11193,15070,CVG,SWF,3.626373626,384.5545455,DL,0.696969697,415.426087,US,0.242424242,292.75
Table1a,2015,2,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2036,11193,13796,CVG,OAK,4.945054945,493.1133333,DL,0.755555556,486.0617647,AA,0.044444444,454.5
Table1a,2015,2,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2036,11193,14771,CVG,SFO,315.9340659,345.3832348,DL,0.554782609,371.4588088,UA,0.183304348,355.8100569
Table1a,2015,2,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2036,11193,14831,CVG,SJC,24.17582418,425.7759091,DL,0.559090909,409.6406504,DL,0.559090909,409.6406504
Table1a,2015,2,33105,32467,"Cincinnati, OH","Miami, FL (Metropolitan Area)",948,11193,11697,CVG,FLL,517.1428571,138.6722694,DL,0.412239694,188.0358763,G4,0.227156821,84.84097287
Table1a,2015,2,33105,32467,"Cincinnati, OH","Miami, FL (Metropolitan Area)",948,11193,13303,CVG,MIA,144.7252747,226.5356872,AA,0.466970387,235.1117073,US,0.164009112,210.2601852
Table1a,2015,2,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,11193,10800,CVG,BUR,0.879120879,506.5,US,0.375,450.3333333,AA,0.25,359
Table1a,2015,2,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,11193,12892,CVG,LAX,497.032967,325.7831086,DL,0.56997568,375.1806439,F9,0.13796153,176.9254808
Table1a,2015,2,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,11193,12954,CVG,LGB,2.637362637,323.1,DL,0.875,323.0333333,US,0.041666667,281
Table1a,2015,2,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,11193,13891,CVG,ONT,14.28571429,413.23,AA,0.476923077,407.9693548,AA,0.476923077,407.9693548
Table1a,2015,2,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,11193,14908,CVG,SNA,81.20879121,345.5496617,DL,0.331529093,401.8983673,F9,0.198917456,193.3823129
Table1a,2015,2,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",776,11193,14112,CVG,PIE,155.2747253,98.18895966,G4,1,98.18895966,G4,1,98.18895966
Table1a,2015,2,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",776,11193,15304,CVG,TPA,198.9010989,240.4054144,DL,0.765745856,243.888456,US,0.150276243,227.1573529
Table1a,2015,2,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",2395,14893,10821,SMF,BWI,198.6813187,290.5324668,WN,0.350110619,316.2614534,US,0.146017699,260.2246212
Table1a,2015,2,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",2395,14893,11278,SMF,DCA,172.7472527,332.8925573,DL,0.290076336,332.6059211,WN,0.228371501,289.7384401
Table1a,2015,2,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",2395,14893,12264,SMF,IAD,236.4835165,360.0472584,UA,0.6366171,392.3247445,WN,0.24535316,287.7630682
Table1a,2015,2,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",842,15304,10821,TPA,BWI,1173.076923,156.0082342,WN,0.895644028,154.7926158,US,0.039437939,151.55962
Table1a,2015,2,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",842,15304,11278,TPA,DCA,1486.373626,142.3225566,US,0.429099512,158.0356651,WN,0.287076741,114.7867371
Table1a,2015,2,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",842,15304,12264,TPA,IAD,458.4615385,166.8345398,UA,0.895493768,163.8317719,UA,0.895493768,163.8317719
Table1a,2015,2,33198,30466,"Kansas City, MO","Phoenix, AZ",1044,13198,14107,MCI,PHX,713.5164835,213.5805175,WN,0.63730171,215.3056549,US,0.260742338,212.8519197
Table1a,2015,2,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",967,13198,10821,MCI,BWI,452.0879121,214.4933155,WN,0.839572193,213.8647944,DL,0.073164803,208.2299003
Table1a,2015,2,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",967,13198,11278,MCI,DCA,703.7362637,203.9576515,WN,0.433479076,185.1994597,WN,0.433479076,185.1994597
Table1a,2015,2,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",967,13198,12264,MCI,IAD,186.9230769,247.569077,UA,0.754262199,248.266251,DL,0.118753674,236.9306931
Table1a,2015,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,13198,11618,MCI,EWR,321.0989011,334.1947639,UA,0.536276523,390.01321,WN,0.238193018,248.1012931
Table1a,2015,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,13198,12197,MCI,HPN,23.07692308,263.8161905,DL,0.528571429,272.0081081,UA,0.166666667,210.1
Table1a,2015,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,13198,12391,MCI,ISP,11.86813187,275.1888889,WN,0.907407407,272.2877551,WN,0.907407407,272.2877551
Table1a,2015,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,13198,12478,MCI,JFK,33.84615385,249.0987013,US,0.373376623,237.7382609,US,0.373376623,237.7382609
Table1a,2015,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,13198,12953,MCI,LGA,760.4395604,255.2000289,DL,0.424710983,320.5674719,WN,0.36416185,200.8857143
Table1a,2015,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,13198,15070,MCI,SWF,5.604395604,332.9235294,DL,0.784313725,326.0575,DL,0.784313725,326.0575
Table1a,2015,2,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",1499,13198,13796,MCI,OAK,280.1098901,240.1708513,WN,0.888976069,239.6966461,DL,0.062769714,221.726875
Table1a,2015,2,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",1499,13198,14771,MCI,SFO,320.4395604,308.7092593,UA,0.417009602,371.0550164,WN,0.298010974,248.0317606
Table1a,2015,2,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",1499,13198,14831,MCI,SJC,130.6593407,264.5084104,WN,0.658536585,260.1421456,WN,0.658536585,260.1421456
Table1a,2015,2,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",1251,13198,11697,MCI,FLL,408.4615385,190.8405973,WN,0.676082863,191.4402308,WN,0.676082863,191.4402308
Table1a,2015,2,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",1251,13198,13303,MCI,MIA,134.8351648,243.1438468,DL,0.395273024,221.4134021,DL,0.395273024,221.4134021
Table1a,2015,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,13198,10800,MCI,BUR,41.42857143,272.6310345,WN,0.734748011,268.534296,UA,0.047745358,257.2944444
Table1a,2015,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,13198,12892,MCI,LAX,786.3736264,236.8998882,WN,0.629122415,227.6960462,WN,0.629122415,227.6960462
Table1a,2015,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,13198,12954,MCI,LGB,19.45054945,204.7531073,US,0.564971751,232.69,DL,0.322033898,159.4859649
Table1a,2015,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,13198,13891,MCI,ONT,101.0989011,278.6463043,WN,0.573913043,285.4367424,AA,0.168478261,255.3187097
Table1a,2015,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,13198,14908,MCI,SNA,178.6813187,260.6071341,WN,0.32902829,309.5775701,F9,0.141451415,163.6043478
Table1a,2015,2,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",1048,13198,15304,MCI,TPA,354.7252747,243.092689,WN,0.751858736,245.107499,NK,0.03314746,105.9
